,Actor,Array,Least_Array_Diff,2ndLeast_Array_Diff,3rdLeast_Array_Diff,4thLeast_Array_Diff,5thLeast_Array_Diff,1stMatch,2ndMatch,3rdMatch,4thMatch,5thMatch,Best_Match_Actor,Second_Match_Actor,Third_Match_Actor,Fourth_Match_Actor,Fifth_Match_Actor
76,Lee_Sang_Yeob.png,"[ 1.3004136e+01  2.0824898e+01  3.9913564e+00  4.5467772e+00
  8.4145870e+00 -3.6848705e+00 -7.3905034e+00  6.1846271e+00
 -1.9137397e+00  5.3847957e+00  9.3522769e-01  1.8281890e+00
  4.8922241e-02 -3.2670891e+00  1.1261352e+00  3.3507588e+00
 -1.4131335e+00  3.9408650e+00 -2.2573459e+00 -3.9006612e+00
  1.5335790e+00  2.0010226e+00 -2.0048032e+00  5.7423675e-01
 -9.7513860e-01 -2.3836538e-01 -1.5911773e-02 -4.2200339e-01
  6.0977972e-01  1.7255415e+00  7.0745873e-01  3.6524892e-01
  5.7041103e-01  5.4179567e-01 -1.2688067e+00  1.8968293e-01
 -6.6561013e-01 -1.0527297e+00  1.5498395e+00 -6.0224098e-01
 -1.5112492e+00 -4.0835243e-01 -3.3224210e-02  2.3422093e+00
  9.7857660e-01  1.3014572e+00 -3.2006401e-01  2.7679775e+00
  2.3726013e+00 -1.5624515e+00 -6.0443479e-01  3.4349495e-01
 -1.4413655e+00  1.4072086e+00 -3.3423688e+00 -6.0249008e-02
  3.0885880e+00  1.4468895e+00  2.5551486e+00  8.2347500e-01
  1.3711490e-01 -1.5753349e+00  1.1874965e+00  7.9199415e-01
  5.1373100e-01  1.0382912e+00 -9.2525911e-01 -1.0269200e+00
 -7.1508515e-01 -4.3659309e-01  3.8884383e-01 -2.3052034e-01
 -7.4382967e-01  1.1465288e+00 -3.6749804e-01  1.0198190e+00
  2.3492940e-01 -6.7743695e-01 -1.2389076e-01 -8.2822818e-01
 -1.6969999e+00  1.0298731e+00 -1.1758364e+00  5.5883169e-01
  5.2581465e-01  9.4312352e-01 -1.6911918e+00  7.0167410e-01
  4.4290400e-01 -5.4042214e-01 -9.7701418e-01  1.4142050e+00
  9.6504971e-02  5.5865660e-02 -7.6252604e-01 -7.7243906e-01
  7.0707136e-01 -1.9502602e+00  3.1633419e-01  3.7388811e-01]",24.330263137817383,26.017648696899414,26.256114959716797,26.830400466918945,26.8475284576416,243,110,386,13,116,Lee_Dong_Wook.png,Ok_Taec_Yeon.png,Kim_Do_Wan.png,Chani.png,N.png
77,Lee_Joon_Gi.png,"[-2.3223460e+00  1.8514620e+01 -4.8169441e+00  8.3894110e-01
  1.0287554e+00 -9.3940535e+00  3.5498095e+00  2.7714574e+00
 -5.8613868e+00 -3.7324111e+00 -4.2586565e+00  4.0630245e+00
  2.1451647e+00  1.9597980e+00  7.6006746e+00 -4.2913404e+00
  8.1405789e-01 -1.2352592e+00 -1.7863967e+00 -6.7106658e-01
  3.6668749e+00  2.4889646e+00  2.0077775e+00 -2.0262372e+00
 -1.9937484e+00  4.3556700e+00 -3.8346508e+00  1.7312039e+00
  5.5689311e+00 -6.7366004e-01  8.9943475e-01 -1.4266474e+00
 -1.7080389e+00  1.6969539e+00 -1.3331836e+00 -5.3280611e+00
  5.1790428e-01 -8.8648784e-01 -1.3698323e+00 -1.5591996e+00
 -1.7319462e+00 -3.0772526e+00  1.3433864e+00  1.5002568e+00
 -1.4587373e-02  4.6884012e-01 -3.5444281e+00  1.6923972e+00
  8.4697860e-01  6.3438380e-01  2.8048711e+00  8.9222342e-01
  2.0001853e+00  8.7539321e-01 -8.4125853e-01  1.2443255e+00
  1.9443635e+00  2.0008118e+00 -8.0737525e-01  1.5311664e+00
  9.2814422e-01  4.1088203e-01 -5.9207618e-01  1.1252850e+00
  1.6061599e+00 -7.0103264e-01  2.1759481e+00 -2.1586245e-01
 -4.5281672e-01  9.2080668e-02  1.4498827e-01 -3.5585245e-01
 -1.3839808e+00 -1.0498931e+00 -2.9099448e+00  2.4182625e+00
  1.8864585e+00  5.8228505e-01  2.0211332e+00 -2.1322923e+00
 -1.6774515e+00  1.9873530e+00 -1.0096109e+00  3.8625143e-02
 -1.6087399e+00 -1.1839080e+00  3.6522740e-01  1.6695337e+00
 -5.1894522e-01  1.4674764e+00 -6.7351449e-01 -1.1651523e+00
  1.9774750e+00  6.0854924e-01 -1.0804262e+00 -8.7281847e-01
  5.6331563e-01  6.9656754e-01  1.8064039e+00 -1.5318042e+00]",27.86647605895996,28.35089111328125,28.851200103759766,29.126893997192383,29.42693519592285,305,466,48,261,79,Kim_Sung_Joo.png,Kang_Hoon.png,Kim_Dong_Hee.png,Son_Ho_Jun.png,Ahn_Jae_Hyun.png
78,Chu_Young_Woo.png,"[-1.6223164e+01 -1.4939725e-01 -1.3377275e+01 -5.0850377e+00
  1.8182002e+00 -1.3494622e+01  1.2516448e+00  1.3912503e+01
 -1.5656031e+01  9.7690792e+00 -2.4592221e+00  3.0419288e+00
  1.0360747e+01  5.8422637e+00  3.3574231e+00  1.3283678e+00
  9.3224573e-01 -5.4682541e+00  5.8332400e+00  9.3711367e+00
 -2.1861951e+00  4.1044083e+00  1.0799654e+00 -1.6654275e-02
  4.5523515e+00 -1.8780296e+00  3.5467267e+00  4.7021103e+00
 -3.8265476e+00  1.4065766e+00  1.7252610e+00  2.1116042e-01
  3.4849846e-01  1.6544461e+00  5.1742382e+00  8.4718764e-02
 -3.3617461e+00 -3.5715284e+00 -1.8030609e+00 -1.8027289e+00
  1.3580966e-01 -1.0778008e+00  3.0774250e+00  1.9211184e+00
 -2.1021929e+00 -1.0964373e-01  1.5489950e+00  8.0590105e-01
  1.1153831e+00  5.9955418e-02 -9.3653351e-01 -3.0128162e+00
 -1.6531259e-02  2.0990171e+00  1.6050532e+00 -9.0435958e-01
 -4.9659991e+00 -3.7585399e+00 -9.2694151e-01  3.0597153e+00
  1.0097744e+00 -1.9090993e+00  5.9605563e-01  3.1639423e+00
 -2.3029661e-01 -1.8425104e-01  7.5421250e-01 -7.4394310e-01
 -9.1804564e-01  1.2144499e+00 -5.8744979e-01 -1.3984692e+00
  1.6115868e+00 -4.5598587e-01  1.4407607e+00 -2.0458946e+00
 -6.5066355e-01  8.9267910e-01 -3.4660745e+00 -3.6388814e+00
 -9.8968826e-02 -1.8329754e+00 -7.8960717e-01  3.5695598e-01
  2.0009267e+00 -7.5162297e-01  1.8920657e-01  4.3769589e-01
 -2.5742540e-01  1.0355874e+00  3.8903260e+00 -5.9628375e-03
  3.8333803e-01 -1.0827981e+00  3.6795098e-01 -3.4090309e+00
  3.1918684e-01 -1.4428432e-01 -8.3292925e-01  1.3523207e+00]",24.066661834716797,28.738004684448242,33.60013198852539,35.00786209106445,35.04841613769531,150,120,431,379,204,Kang_Tae_Oh.png,Thunder.png,Moon_Ji_Yong.png,Ohn_Joo_Wan.png,Oh_Man_Suk.png
79,Ahn_Jae_Hyun.png,"[ -6.647825    18.520979    -2.6213257   -0.26301926  -6.0736747
 -16.096695     5.688031    -1.5685501   -4.030358     0.19689536
   2.3173723   -5.388934    -2.8693142   -0.261701    -0.83986396
  -0.02698779  -3.374416    -1.3326278   -0.5757385   -0.8707866
  -3.579657     3.449761    -4.881995    -0.05631691  -3.1503193
   1.2677176    1.800101     2.8509421    0.9646398   -0.12963429
   0.35337493   0.07694918   1.0241305    4.9470863   -3.9909763
  -1.5470216    1.0690333    1.6253295   -2.1192527   -0.26889038
   0.7332914    2.049267     0.8016026    0.6893124    0.18331774
   1.960234    -0.8326475    0.44703886  -0.24090087   0.01911694
   2.128396     1.0005393   -2.0092661    0.35532922  -1.3451288
  -2.1814528   -0.10689358   0.8519871    0.736704     0.83187234
  -3.4217384   -0.09072629  -1.4162366    1.1696091    0.8593751
   2.015535     0.72954065   0.325222     2.0066278   -1.3933846
  -2.3206768    1.6587067   -1.5307813   -1.8510671   -3.2510424
   0.47510734  -0.35979313  -0.6126868    0.9127728   -1.3062474
  -2.3682096    0.7884807    0.41609633  -1.4579381   -0.3111645
   1.3234253   -2.1842325   -0.15353417   1.042236    -1.7737657
  -0.75458014   1.2062625   -0.19380867  -1.2068135   -0.37772807
  -0.38768396  -0.31547788   1.757011    -1.519776     0.05782817]",26.284934997558594,27.609506607055664,27.96854019165039,28.615949630737305,29.19507598876953,283,511,32,388,209,Min_Woo_Hyuk.png,Seo_Joon_Young.png,Choi_Seo_Hyuk.png,Yoon_Hyun_Min.png,Kim_Bum.png
80,Kang_Hyun_Joong.png,"[-5.90187883e+00 -9.75896454e+00 -2.25098114e+01 -9.66656685e+00
  9.18034744e+00 -4.29599524e+00 -1.14948721e+01  9.24527073e+00
 -1.55905151e+00  1.99432158e+00 -9.61846113e-01 -2.71188021e-01
 -3.86758626e-01  6.58767283e-01 -4.14419472e-01  6.47927189e+00
  3.12580943e-01 -9.82805014e-01 -4.46974933e-01  3.47636509e+00
 -1.34863901e+00  3.66533184e+00  3.60679007e+00  3.94984674e+00
  2.78622961e+00  4.83739436e-01 -8.03758502e-01 -3.34399080e+00
 -1.86576796e+00 -1.19284582e+00 -3.60862017e+00 -2.78294349e+00
  5.70665658e-01 -1.26575267e+00  3.29244566e+00  6.54035434e-02
 -1.94523776e+00 -8.44629288e-01  2.27790523e+00 -8.98813128e-01
  1.64405692e+00 -1.47567898e-01 -8.67750645e-01  1.82352379e-01
 -2.78857470e-01  8.94071281e-01  1.38396025e-02 -2.14292109e-02
 -5.68399727e-01 -2.88259172e+00  2.81303048e+00  9.04068351e-04
  2.92974472e+00  5.37571788e-01  1.02815676e+00  6.06227696e-01
 -1.39213368e-01  1.43798321e-01  7.14401662e-01 -2.22144425e-02
 -6.59740686e-01  7.84726143e-02  2.32897186e+00  1.23261654e+00
  1.17760921e+00 -3.00139523e+00  1.52889335e+00  3.54876488e-01
  2.03581667e+00 -9.02015150e-01 -2.59279633e+00  1.20699751e+00
 -1.39464498e+00  6.86146080e-01  2.10930824e+00 -1.20058656e+00
  1.56975424e+00  8.80029142e-01  6.69143915e-01  5.45992792e-01
 -1.88733149e+00  1.57735837e+00  6.46531582e-01  2.02141702e-01
 -1.69425118e+00 -2.17636585e+00  9.38423812e-01 -1.74348497e+00
 -4.61295843e+00  1.10302949e+00 -5.57504177e-01  1.02631044e+00
 -5.34821212e-01  1.91182226e-01  1.43989253e+00  1.69043136e+00
 -1.04884148e+00 -2.35936856e+00  6.12861812e-01  3.17031920e-01]",23.669185638427734,24.86469268798828,26.595565795898438,26.966686248779297,27.91562271118164,69,286,134,349,204,Seo_Ji_Hoon.png,Lee_Tae_Sun.png,Sung_Hyuk.png,Shim_Hyung_Tak.png,Oh_Man_Suk.png
81,Ahn_Kil_Kang.png,"[ 22.053806    -9.421654     2.8913932  -14.731312    -0.837464
  11.24916     -3.44663    -13.085149    -1.6621522   -6.8616323
  -3.9016147   -9.472045     7.205788     5.7936106   -5.4272494
  -3.6206546   -7.923507    -6.7474437   -3.9786036    9.140246
  -3.7383444   -0.32050443   1.6056007    2.5079854   -1.8287301
  -1.1953506   -5.651842     3.664387    -7.424683    -0.5420241
  -1.2092438    0.24507342  -4.6554823    2.1598902   -1.8106656
   1.1123629    0.16401094  -2.11139     -4.8909583   -4.7904425
  -0.81339544  -1.0893664   -3.4784248    2.888677    -0.36423233
  -0.9199134    3.7838097    1.1045823   -2.1817656   -1.3644419
  -0.24482451  -0.90798426   1.7514349   -0.86929655   0.1858775
   2.7944937    3.2929158   -5.703383    -0.71139807  -1.9994904
  -3.2746644   -1.4397635   -3.0010028    8.249123     2.9697316
  -0.50802207  -0.46648318   1.6916518    0.61429805  -4.2729917
   2.0826426   -2.6940532    0.35466754   0.83339393  -1.0189545
  -1.0471032    1.6184332   -1.3607116   -3.2968287    2.68497
  -1.078901     2.119131    -3.596498     0.24234778  -0.65093803
   1.6374078    1.1923926    1.3497796   -1.1874202    0.78112006
  -0.03169427   1.3786658   -0.23445341   2.5140486    0.6762382
  -0.48050848  -0.73554075  -0.63005126   0.2045919   -4.019215  ]",40.004356384277344,42.25603485107422,42.28348159790039,42.6898193359375,43.7862434387207,214,91,107,463,572,Jeon_Moo_Song.png,Kim_Jung_Hoon.png,Kim_Joo_Heon.png,Yoon_Joo_Sang.png,Han_Seok_Kyu.png
82,Kim_Sung_Chul.png,"[-19.6371      14.202419    -5.332183    -1.2053452   -6.6218514
   1.664207     1.1563222    5.6062107   -5.655665    -7.3897614
  -4.730111     3.124906     0.3486045   -3.8967342    1.3689154
   2.6001296   -0.06030942  -3.8153267    2.5053518   -0.68742144
   3.51292     -3.2022648    5.81583     -4.266786    -1.404488
  -1.1858649    3.185086    -2.9187596    1.1986612   -2.5922894
   0.24191603  -2.5640566   -1.8889807   -0.60091054  -2.0351927
   2.081201    -0.6342062    0.23052686  -0.26469168  -0.56263256
  -0.5574908    2.2526672    1.536217    -1.0822486   -0.08396593
  -1.832348     1.3080325    2.1504288    0.6600907    0.35543102
  -0.47485533  -0.32984778   4.1834764   -2.2842717   -1.4311496
  -0.578292     1.143324     0.8601705   -2.5698714   -0.28503993
   0.23967366   1.7764645   -0.9261111    0.79100084  -2.524473
   1.2841316    0.46463868   0.8878373   -1.4029      -1.3469644
   1.6859145   -1.2056168    0.02263725   2.2005432    0.13817106
  -0.4186762    2.6277661   -0.12937108   0.857412    -0.19226936
   0.41482547   1.1404765   -1.9644552   -0.31925637  -1.3618759
  -1.2212126    1.2069367   -0.31591004  -0.12136493   0.8377871
   0.2748303    0.622056    -1.3437345    1.0785211   -0.29346356
  -0.17802623  -0.08968196   0.8969443    1.744668    -2.0120397 ]",24.962976455688477,25.059743881225586,25.5563907623291,26.666950225830078,26.853200912475586,441,305,33,155,40,Cha_Eun_Woo.png,Kim_Sung_Joo.png,Jung_Hae_In.png,Nam_Joo_Hyuk.png,Lee_Ki_Woo.png
83,Noh_Kwang_Shik.png,"[-9.1362123e+00 -4.2836623e+00  4.8020582e+00  5.8104787e+00
 -8.2665968e+00 -4.5466189e+00  3.6133461e+00 -3.8492849e+00
  4.7809019e+00 -6.6288042e+00  8.1937637e+00  3.9856648e-01
 -6.2035661e+00  1.6864340e+01 -1.2531734e+00  1.4648919e-01
 -1.1116572e+01  5.1613951e-01  2.2721076e+00 -4.2396903e+00
  3.7606072e+00  1.3989554e+01  1.3573156e+01 -3.9696391e+00
 -2.8905258e+00 -8.9253944e-01  8.5846586e+00  1.6813179e+00
 -4.0619655e+00 -2.4518371e-04 -5.6806993e+00 -1.9498544e+00
 -5.9247241e+00 -5.8851199e+00  5.0884748e+00  2.0754981e+00
  2.0366892e-01 -3.8068891e+00  6.3382787e-01 -1.0249569e+00
 -1.0481327e+00  4.8436527e+00  7.5944343e+00 -1.2987003e+00
  4.1476398e+00  6.0461230e+00 -3.2536983e+00  6.7530870e-02
 -1.9071033e+00 -2.2028714e-02  4.6706349e-01 -2.5407035e+00
 -4.2443533e+00 -8.8926178e-01 -3.5302651e-01 -1.5053219e+00
 -2.9240644e-01  3.3585715e+00 -2.5932951e+00 -8.6098868e-01
  1.0977815e+00 -1.4158127e+00  9.7812331e-01  1.0974164e+00
  6.5037131e-01  5.3179407e+00 -2.7287972e-01 -3.9879131e-01
 -7.1326232e-01 -2.2573562e+00  2.5462897e+00  1.2192975e+00
 -1.5630100e+00 -2.2876608e+00  1.5027741e+00  1.7645221e+00
 -2.1718481e+00  1.3999823e+00 -1.9526653e+00  1.4436830e+00
 -1.3416170e+00  6.1382663e-01  4.0523434e-01  2.4583559e+00
  1.3294175e+00  1.3021961e-01  1.1832711e-01 -1.8778291e+00
  1.8736910e+00 -3.5993777e-02 -1.9043648e+00 -1.0206940e+00
  2.0297985e+00 -3.8649464e-01  8.3544660e-01 -2.0958784e+00
  1.2976364e+00 -3.0817378e-01  2.9593275e+00 -4.0176371e-01]",39.88584899902344,41.11418914794922,43.094932556152344,43.494449615478516,43.682655334472656,499,45,454,408,348,Kang_Gi_Doong.png,Park_Hyuk_Kwon.png,Jeon_Ji_Hoo.png,Ji__Il_Joo.png,Lee__Jae_Joon.png
84,Jae_Hee.png,"[ 2.1919401e+00  6.8057723e+00  1.1790843e+01  1.5960265e+01
 -3.9377980e+00  1.7049702e+01 -1.0330760e+00 -2.3219514e+00
 -8.7885818e+00 -3.3726096e+00  9.6857679e-01  2.8862574e+00
 -4.7052283e+00  2.5599437e+00 -1.3764001e+00  1.0125763e+00
  2.1689467e+00  2.0251865e+00  4.4340768e+00  4.9997807e-02
  7.2842488e+00 -2.1101696e+00 -1.9048703e+00 -4.3802562e+00
 -1.2137125e+00 -3.4780011e-01 -9.1173983e+00  2.3364308e+00
 -2.5444964e-01 -5.7314545e-02 -2.2729588e+00 -1.8534021e+00
 -3.6602712e-01  3.0464818e+00  2.5448951e-01  9.7970003e-01
 -1.0504596e+00 -3.2398705e+00  3.7631011e+00 -4.7920728e-01
  1.1943981e-01  1.5451895e-01  9.9625200e-01  1.3070495e+00
 -2.4747338e+00  9.5868587e-01  1.1878623e+00  1.8609142e+00
  1.7544109e-01  8.4202349e-02 -5.0960258e-03  2.0281549e+00
  9.7772723e-01  1.3504229e+00  4.5722280e+00  1.7737228e+00
 -1.3158059e+00  1.4746352e+00 -2.8566527e+00  2.7500937e+00
 -1.1764116e+00  9.0419686e-01  8.1751847e-01  6.1318129e-02
  2.2076368e+00  7.4354535e-01  1.0732344e+00  1.0207044e+00
  5.7422805e-01  1.1591867e-01 -2.1308861e+00 -5.3139472e-01
 -8.1422150e-01  7.3747140e-01  5.3064013e-01 -4.5661968e-01
 -1.2475848e+00 -2.7935269e-01  4.1868180e-01 -8.5138154e-01
 -2.5427141e+00  2.4989790e-01  1.0267774e+00 -2.6966771e-01
  1.0049969e+00 -5.4725391e-01 -7.8597456e-01  3.7014937e-01
 -1.7700270e-01  5.4236221e-01 -1.3452535e+00  1.4011718e+00
 -1.5382546e+00 -1.5602927e-01 -7.3422015e-02  2.6695603e-01
 -4.2886117e-01 -1.0425819e+00 -2.2743597e+00  9.9612075e-01]",31.086767196655273,31.89161491394043,34.45036315917969,34.87076950073242,35.36688995361328,411,308,528,530,567,Lee_Jang_Woo.png,Kim_Young_Dae.png,Kim_Young_Kwang.png,Son_Woo_Hyun.png,Kwon_Yool.png
85,Kwon_In_Ha.png,"[-8.4700642e+00 -2.5244003e+01 -1.3366131e+01  1.4538394e+00
  9.9179626e-01  9.4959431e+00 -2.0740514e+00 -5.5008402e+00
  1.0768207e+01 -3.9089937e+00  1.3138390e-01  4.1738176e+00
  3.3596828e+00 -3.6399028e+00  3.3927753e+00 -5.0998888e+00
  1.9062653e-02 -6.3563943e+00  1.1243500e+00 -1.0984137e+00
  1.1897610e+00 -3.3839567e+00 -6.4180202e+00  2.7626290e+00
 -3.7934357e-01  3.2397196e+00 -4.6790357e+00  4.6037450e-01
  4.0903964e+00 -1.8795933e+00  4.4458389e+00  9.5688879e-01
 -1.0103658e+00  2.1903749e+00  2.8109593e+00 -3.6582631e-01
 -2.7740550e+00  3.3375263e+00  3.7680465e-01 -8.9889193e-01
  2.1290645e-01 -4.1485400e+00  3.7246301e+00  2.3187947e+00
  3.9392557e+00  2.6089928e+00 -3.0495460e+00  3.5707443e+00
 -3.6873674e+00 -3.9559963e+00  2.6792417e+00 -4.0575705e+00
  1.7540339e-02 -2.9853630e+00 -2.0972316e+00  3.3407269e+00
  2.1800435e+00 -5.0179183e-01 -2.3151793e+00  1.4864203e+00
  3.9808470e-01 -1.9996340e+00  3.6351211e+00 -9.6100843e-01
  2.2289801e+00  1.2042068e+00 -2.4738955e+00 -3.6441004e+00
  9.1871142e-01  9.1118479e-01 -3.5908613e+00  4.5905411e-02
 -2.5986819e+00 -1.0644461e+00 -2.2826662e+00  6.5294504e-01
 -6.3924074e-01  3.6354721e+00 -2.0293529e+00 -4.1327243e+00
 -4.0909684e-01  1.5948300e+00 -2.6861510e+00  3.9283154e+00
 -1.9697862e+00  5.8751917e+00  2.0165339e-01  1.0898957e+00
  1.7212540e+00 -2.4076202e+00 -1.1131113e+00  4.9341324e-01
  9.3186778e-01 -8.9228100e-01  2.4588153e-01 -1.6021678e-01
 -2.1203072e+00 -8.5301250e-02  1.3566051e+00 -3.6558560e-01]",34.17638397216797,34.35486602783203,35.6469612121582,36.29354476928711,36.32647705078125,504,395,317,284,179,Shin_Ha_Kyun.png,Kang_Shin_Il.png,Park_Soo_Young.png,Go_In_Beom.png,Sean_Richard_.png
86,Yoon_Jong_Seok.png,"[-1.6154001e+01  4.3629346e+00  2.9725668e-01  1.2492235e+00
 -1.1607951e+01  1.9784127e+00 -3.2825053e+00  3.1287346e+00
 -1.5175194e+01  8.0065365e+00  2.8243613e+00  2.0348773e+00
 -2.3941972e+00  4.4309540e+00  3.1743536e+00  4.5589507e-03
 -2.4399822e+00 -2.0570142e+00 -1.3291533e+00  6.8104064e-01
  3.4736168e+00 -1.0016396e+00  4.2790413e+00 -1.5825533e+00
  3.0902557e+00 -6.2981148e+00  3.2638566e+00 -1.2324051e+00
  2.2787814e+00  1.2706743e+00 -5.5403864e-01  3.1280918e+00
 -2.7358565e+00 -8.0761045e-01 -1.8917781e+00  2.6485088e+00
  3.6948626e+00  6.9883072e-01  4.2374730e+00  2.0823374e+00
 -2.7152398e+00  1.5901215e+00  1.6224843e+00  3.7228522e-01
 -3.4900996e-01 -2.9853520e+00  8.4751707e-01 -1.8159368e+00
  4.2044914e-01  3.9668173e-01  2.0672932e+00 -2.1419680e+00
 -2.5534523e+00 -1.9666452e+00  2.2309201e+00 -1.1973655e+00
  2.0165136e+00  1.6164318e+00 -2.7543518e-01  3.1690374e-01
  7.4688828e-01  1.1962904e+00 -6.1297506e-02 -1.3827811e+00
 -1.2248839e+00  2.3255916e+00  8.3788395e-02  1.2787632e+00
  2.5509283e-01  1.5630217e+00 -1.7892379e+00  9.2425644e-02
  9.6551323e-01  7.2410583e-01 -7.0162666e-01  3.4395218e-01
 -6.7874277e-01 -2.1321854e-01  5.1614422e-01  1.3944949e+00
  8.9385909e-01  3.9416981e-01 -1.6247212e+00  2.5040274e+00
  1.9137654e+00  9.6170038e-01 -1.0417037e-01  6.8008983e-01
  1.0233757e+00  1.3329968e+00 -1.3223020e+00 -3.3576196e-01
 -6.6510713e-01 -1.8067169e-01  5.8786565e-01 -2.4194365e+00
 -1.1805623e+00 -4.3028533e-01  1.0629920e+00  1.0594499e+00]",30.006099700927734,30.915363311767578,31.741390228271484,32.30974197387695,32.5744743347168,464,552,527,357,82,Seo_Hyun_Woo.png,Oh_Jae_Moo.png,Choi_Min_Ho.png,Lee_Seung_Gi.png,Kim_Sung_Chul.png
87,Shin_Jung_Keun.png,"[-1.6693823e+01 -1.2932270e+01 -3.3156528e+00 -7.8700266e+00
 -7.3474008e-01  2.2615010e-01 -2.0566199e+00 -9.2635098e+00
  1.6310239e-01  6.5150785e+00  8.3046122e+00  4.3619704e+00
  1.3377583e+00 -2.2157161e-01 -9.4970903e+00  3.7643766e+00
 -7.0470572e-04 -6.3920093e-01  5.1029652e-01 -4.7680956e-01
 -1.5188555e-01  3.1801224e+00 -4.5666304e+00 -2.0224652e+00
  2.3265741e+00  1.8778619e+00 -1.2511427e+00  2.9543927e+00
 -1.9562956e+00 -3.4680390e+00 -3.5785956e+00 -9.5516926e-01
  3.2561688e+00 -1.0834439e+00 -1.1607425e+00 -3.4646361e+00
  3.5169280e+00 -1.4857024e+00  2.3855934e+00 -2.3785400e+00
  1.0763183e+00  2.9434675e-01 -3.3830002e-01  1.5562232e+00
  2.4781721e+00 -2.4323885e+00  1.4480349e+00  1.3461522e+00
  6.2747371e-01 -5.1183128e-01 -2.6367536e-01  2.7465231e+00
 -1.4539232e+00  9.7088385e-01  7.8397822e-01  2.1961422e+00
  2.0348935e+00  2.8473659e+00  9.5711672e-01 -1.7142925e+00
 -3.7085919e+00 -4.1082764e-01 -8.3662057e-01 -6.3709116e-01
  1.3081774e-01  1.3361853e+00  6.3706994e-01 -1.0962481e+00
 -8.3503008e-01  2.1383002e+00  7.9853624e-01  1.3814135e-01
 -1.6766003e+00  2.2675076e-01  9.1531575e-01 -3.3242920e-01
 -2.8459799e-01  2.4915659e+00 -2.8569916e-01 -3.6089158e-01
 -3.1162661e-02 -9.0186089e-02  1.1600517e+00  5.5936676e-01
  6.0894704e-01  1.3566662e+00  1.1605030e+00 -9.2736208e-01
 -1.1839918e+00 -1.6517621e-01  1.5848746e+00 -6.0193107e-02
 -2.6755691e-02  8.1874871e-01 -1.4407771e+00  1.6269848e+00
  1.8914365e+00  1.4548757e+00 -7.1283586e-02 -5.7065690e-01]",30.154983520507812,30.22221565246582,32.176673889160156,32.32473373413086,33.15674591064453,235,436,410,362,448,Kim_Woo_Bin.png,Lee_Dae_Yeon.png,Park_Ho_San.png,Yoon_Doo_Joon.png,Choi_Chan_Ho.png
88,Kim_Sung_Gyu.png,"[-2.6683116e+00 -8.5257673e+00 -1.1166093e+01  3.2465751e+00
  2.2679567e-04 -2.1860089e+00  7.3953757e+00 -1.7863708e+01
 -2.7845874e+00 -5.2928019e-01  9.9304116e-01  6.0263209e-02
  1.1898895e+01 -9.6620283e+00  6.1815679e-01  4.8795600e+00
 -2.6024885e+00 -4.0169168e+00  1.9553173e+00 -9.7242212e+00
 -2.5739431e+00  5.4742780e+00  1.4163877e+00 -6.7282581e-01
  7.9037964e-01  4.9115157e+00 -5.0615091e+00  7.5626402e+00
  3.0486026e+00  1.8325943e+00 -3.8843496e+00  6.8310547e-01
  2.3662415e+00 -2.2551575e+00  4.2247119e+00  1.3730620e+00
 -1.4058982e-01  2.1956244e+00 -9.7655803e-01  1.6822763e-01
 -1.4915266e+00 -7.2724471e+00  1.0898774e+00 -2.0609169e+00
  3.3548040e+00  1.3927906e+00  3.6886406e-01  7.2068322e-01
  1.6351533e+00 -5.4250550e-01 -2.4728484e+00 -2.1724687e+00
  2.3282368e+00 -1.8871466e+00 -3.9261970e-01 -3.4532914e+00
 -2.5223520e+00  1.7409072e+00  1.4501290e+00  3.5763397e+00
 -1.9086072e+00 -9.5496368e-01  6.4039981e-01 -1.1253283e+00
 -2.1566851e+00  1.0682737e+00  3.1687918e+00  5.2473670e-01
  3.4762225e+00  1.8110018e+00  4.1040373e+00 -1.8590937e+00
  1.7975961e+00 -7.5284684e-01 -1.4799916e+00 -6.7214683e-02
 -2.1483600e-03  1.7256927e+00 -2.7942054e+00  3.8563752e-01
  1.2564230e+00  7.2467929e-01  1.9690806e-01  1.5841738e+00
  3.7658195e+00  1.0468166e+00 -2.1296659e+00  3.0980921e+00
  1.2571632e+00  1.0857701e+00 -5.4757905e-01 -7.9828602e-01
 -5.0018686e-01  1.0334036e+00 -7.9533815e-01  9.9852008e-01
 -9.8620003e-01 -1.2965062e+00  6.7773944e-01  6.9995111e-01]",32.145748138427734,33.46241760253906,35.361995697021484,37.656436920166016,37.8496208190918,536,571,215,175,114,Noh_Min_Woo.png,Lee_Dong_Gun.png,Lee_Jae_Won.png,Ahn_Nae_Sang.png,Lee_Hyun_Jae.png
