,Unnamed: 0,Title,Ratings,Ranked,Popularity,Actor 1,Name,Info,Info1,Info2,Info3,Info4,Info5,Info6,Image
1213,1213,My Beautiful Bride,7.9, #1262, #884,Lee Shi Young,Lee Shi Young, Lee, 이은래, Yi Si Yeong;Lee Si Yeong;Yi Shi Yeong;이시영, South Korean, Female," April 17, 1982", 38,https://i.mydramalist.com/rggJm_5c.jpg
1214,1214,My Country: The New Age,8.4, #336, #456,Yang Se Jong,Yang Se Jong, Yang, 양세종, South Korean, Male," December 23, 1992", 28,,https://i.mydramalist.com/1Z835_5c.jpg
1215,1215,My Country: The New Age,8.4, #336, #456,Woo Do Hwan,Woo Do Hwan, Woo, 우도환, Woo Dohwan;U Do Hwan, South Korean, Male," July 12, 1992", 28,https://i.mydramalist.com/BgjVl_5c.jpg
1216,1216,My Daughter Geum Sa Wol,7.1, #4054, #3064,Yoon Hyun Min,Yoon Hyun Min, Yoon, 윤현민, Yun Hyeon Min, South Korean, Male," April 15, 1985", 35,https://i.mydramalist.com/AvyRZc.jpg
1217,1217,My Daughter Geum Sa Wol,7.1, #4054, #3064,Baek Jin Hee,Baek Jin Hee, Baek, 백진희, Baek Jin Hui, South Korean, Female," February  8, 1990", 31,https://i.mydramalist.com/vqJRec.jpg
1218,1218,My Daughter the Flower,7.5, #32192, #5824,Jo Min Soo,Jo Min Soo, Jo, 조민수, Cho Min Su;Ju Min Su, South Korean, Female," January 29, 1965", 56,https://i.mydramalist.com/W3o8mc.jpg
1219,1219,My Daughter the Flower,7.5, #32192, #5824,Jin Se Yeon,Jin Se Yeon, Kim, 진세연, 김윤정;Kim Yoon Jung;Yoon Jung;Jin Se Yeon;Se Yeon;Kim Yun Jeong, South Korean, Female," February 15, 1994", 27,https://i.mydramalist.com/vzjEW_5c.jpg
1220,1220,My Dear Cat,6.8, #40395, #4532,Jeon Hyo Sung,Jeon Hyo Sung, Jeon, 전효성, Jeon Hyosung;Jeon Hyo Seong;Jun Hyo Seong;Jun Hyo Sung;hyoseong;hyosung, South Korean, Female," October 13, 1989", 31,https://i.mydramalist.com/QYwJg_5c.jpg
1221,1221,My Dear Cat,6.8, #40395, #4532,Hyun Woo,Hyun Woo, Kim, 현우, Kim Hyeon Woo;Hyeon Woo;김현우;Kim Hyeon U, South Korean, Male," January 18, 1985", 36,https://i.mydramalist.com/Zod3Oc.jpg
1222,1222,My Ex Diary,7.8, Not Yet Rated, 118,Lee Do Gyeom,Lee Do Gyeom, Lee, 이도겸, South Korean, Male," January 19, 1990", 31,,https://i.mydramalist.com/RJwERc.jpg
1223,1223,My Ex Diary,7.8, Not Yet Rated, 118,Jung Yi Seo,Jung Yi Seo, Jung, 정이서, Jung I Seo;Jeong Yi Seo;Jeong I Seo;JEONG E SUH, South Korean, Female," August 13, 1993", 27,https://i.mydramalist.com/Erdxmc.jpg
1224,1224,My Father is Strange,8.6, #112, #282,Kim Hae Sook,Kim Hae Sook, Kim, 김해숙, Kim Hae Suk, South Korean, Female," December 30, 1955", 65,https://i.mydramalist.com/E3gwm_5c.jpg
1225,1225,My Father is Strange,8.6, #112, #282,Kim Yeong Cheol,Kim Yeong Cheol, Kim, 김영철, Kim Young Cheol;Kim Young Chul;Kim Yeongcheol;Kim Youngchul, South Korean, Male," February 25, 1953", 68,https://i.mydramalist.com/doZz5c.jpg
1226,1226,My Fellow Citizens!,7.7, #2237, #842,Choi Shi Won,Choi Shi Won, Choi, 최시원, Siwon;Andrew Choi;Choi Si Won;Choi Siwon, South Korean, Male," April  7, 1986", 34,https://i.mydramalist.com/pjkLDc.jpg
1227,1227,My Fellow Citizens!,7.7, #2237, #842,Lee Yoo Young,Lee Yoo Young, Lee, 이유영, Lee Yu Yeong, South Korean, Female," December  8, 1989", 31,https://i.mydramalist.com/x5Wl0_5c.jpg
1228,1228,My First First Love,7.9, #141, 15+ - Teens 15 or older,Jung Chae Yeon,Jung Chae Yeon, Jung, 정채연, Jeong Chae Yeon;Chaeyeon;Jung Chae Yun, South Korean, Female," December  1, 1997", 23,https://i.mydramalist.com/e3AQec.jpg
1229,1229,My First First Love,7.9, #141, 15+ - Teens 15 or older,Kim Ji Soo,Kim Ji Soo, Kim, 김지수, Kim Ji Su;Jisoo, South Korean, Male," March 30, 1993", 27,https://i.mydramalist.com/WzwB5_5c.jpg
1230,1230,My First First Love 2,7.9, #297, 15+ - Teens 15 or older,Kim Ji Soo,Kim Ji Soo, Kim, 김지수, Kim Ji Su;Jisoo, South Korean, Male," March 30, 1993", 27,https://i.mydramalist.com/WzwB5_5c.jpg
1231,1231,My First First Love 2,7.9, #297, 15+ - Teens 15 or older,Jung Chae Yeon,Jung Chae Yeon, Jung, 정채연, Jeong Chae Yeon;Chaeyeon;Jung Chae Yun, South Korean, Female," December  1, 1997", 23,https://i.mydramalist.com/e3AQec.jpg
1232,1232,My Fuxxxxx Romance,7.1, #4111, #3628,Kim Yi Kyung,Kim Yi Kyung, Kim, 김이경, Kim Yi Kyeong;Kim I Kyeong;Kim Lee Kyeong;Kim Lee Kyung;Kim I Gyeong, South Korean, Female," September 22, 1997", 23,https://i.mydramalist.com/qb4k5c.jpg
1233,1233,My Fuxxxxx Romance,7.1, #4111, #3628,Oh Dong Min,Oh Dong Min, Oh, 오동민, O Dong Min, South Korean, Male," April  1, 1986", 34,https://i.mydramalist.com/7gRvyc.jpg
1234,1234,My Ghost Brother,6.8, #40043, #99999,ZN,ZN, Bae, 배진예, 진예;배진예;지엔, South Korean, Female," June  9, 1994", 26,https://i.mydramalist.com/lBZvNc.jpg
1235,1235,My Ghost Brother,6.8, #40043, #99999,Go Ho Jung,Go Ho Jung, Go, 고호정, K.Ho;Go Ho Jeong;Ko Ho Jung;Go Hojeong;Hojung;호정, South Korean, Male," October 20, 1994", 26,https://i.mydramalist.com/xYm1zc.jpg
1236,1236,My Girlfriend Is a Gumiho,8.1, #775, #49,Shin Min Ah,Shin Min Ah, Shin, 신민아, Yang Min Ah;양민아, South Korean, Female," April  5, 1984", 36,https://i.mydramalist.com/Q71NAc.jpg
1237,1237,My Girlfriend Is a Gumiho,8.1, #775, #49,Lee Seung Gi,Lee Seung Gi, Lee, 이승기, Lee Seung Ki;Yi Seung Gi, South Korean, Male," January 13, 1987", 34,https://i.mydramalist.com/B3RRqc.jpg
1238,1238,My Golden Life,7.9, #1349, #919,Park Shi Hoo,Park Shi Hoo, Park, 박시후, Park Si Hoo;Bak Si Hu;Park Shi Hu;박평호;Park Pyeong Ho, South Korean, Male," April  3, 1978", 42,https://i.mydramalist.com/2DjjVc.jpg
1239,1239,My Golden Life,7.9, #1349, #919,Shin Hye Sun,Shin Hye Sun, Shin, 신혜선, Shin Hye Seon, South Korean, Female," August 31, 1989", 31,https://i.mydramalist.com/q5VbB_5c.jpg
1240,1240,My Healing Love,7.7, #29760, #4736,So Yoo Jin,So Yoo Jin, So, 소유진, So Yu Jin;, South Korean, Female," August 11, 1981", 39,https://i.mydramalist.com/g4X0Oc.jpg
1241,1241,My Healing Love,7.7, #29760, #4736,Yeon Jung Hoon,Yeon Jung Hoon, Yeon, 연정훈, Yeon Jeong Hun, South Korean, Male," November  6, 1978", 42,https://i.mydramalist.com/2O3p7c.jpg
1242,1242,My Heart Twinkle Twinkle,7.2, #4004, #2768,Bae Soo Bin,Bae Soo Bin, Yoon, 배수빈, Bae Su Bin;Yun Tae Uk;Pae Subin;윤태욱, South Korean, Male," December  9, 1976", 44,https://i.mydramalist.com/X3jAJc.jpg
1243,1243,My Heart Twinkle Twinkle,7.2, #4004, #2768,Jang Shin Young,Jang Shin Young, Jang, 장신영, Jang Shin Yeong, South Korean, Female," January 17, 1984", 37,https://i.mydramalist.com/l0K7Lc.jpg
1244,1244,My Holo Love,8.2, #554, #189,Yoon Hyun Min,Yoon Hyun Min, Yoon, 윤현민, Yun Hyeon Min, South Korean, Male," April 15, 1985", 35,https://i.mydramalist.com/AvyRZc.jpg
1245,1245,My Holo Love,8.2, #554, #189,Go Sung Hee,Go Sung Hee, Go, 고성희, Ko Sung Hee;Go Seong Hee, South Korean, Female," June 21, 1990", 30,https://i.mydramalist.com/dBm8g_5c.jpg
1246,1246,My Husband Got a Family,7.9, #1336, #1883,Kim Nam Joo,Kim Nam Joo, Kim, 김남주, Kim Nam Ju ;, South Korean, Female," May 10, 1971", 49,https://i.mydramalist.com/LdXzgc.jpg
1247,1247,My Husband Got a Family,7.9, #1336, #1883,Yoo  Joon Sang,Yoo  Joon Sang, Yoo, 유준상, Yu Jun Sang, South Korean, Male," November 28, 1969", 51,https://i.mydramalist.com/R3l26c.jpg
1248,1248,My Husband Oh Jak Doo,7.6, #2495, #1226,Uee,Uee, Kim, 유이, Uie;U-ie;Yui;Honey Thighs;Kim Yu-Jin;Gim Yu-Jin;Kim Yuchin;김유진, South Korean, Female," April  9, 1988", 32,https://i.mydramalist.com/R3v5Pc.jpg
1249,1249,My Husband Oh Jak Doo,7.6, #2495, #1226,Kim Kang Woo,Kim Kang Woo, Kim, 김강우, Kim Kang Woo;Kang Woo, South Korean, Male," July 11, 1978", 42,https://i.mydramalist.com/kdVAm_5c.jpg
1250,1250,My ID Is Gangnam Beauty,8.2, #673, #37,Cha Eun Woo,Cha Eun Woo, Lee, 차은우, 이동민;Cha Eun U;Cha Eunwoo;Cha Eunu;Lee Dongmin, South Korean, Male," March 30, 1997", 23,https://i.mydramalist.com/RRV4Y_5c.jpg
1251,1251,My ID Is Gangnam Beauty,8.2, #673, #37,Im Soo Hyang,Im Soo Hyang, Im, 임수향, Lim Su Hyang;Lim Soo Hyang, South Korean, Female," April 19, 1990", 30,https://i.mydramalist.com/2DKAdc.jpg
1252,1252,My Little Baby,7.4, #3159, #1846,Lee Soo Kyung,Lee Soo Kyung, Lee, 이수경, Lee Soo Kyeong;Lee Su Kyeong;Lee Su Gyeong;Lee Soo Gyung;Lee Su Kyung;Lee Su Gyung, South Korean, Female," March 13, 1982", 38,https://i.mydramalist.com/j2Wbzc.jpg
1253,1253,My Little Baby,7.4, #3159, #1846,Oh Ji Ho,Oh Ji Ho, Oh, 오지호, O Ji Ho, South Korean, Male," April 14, 1976", 44,https://i.mydramalist.com/qoXnzc.jpg
1254,1254,My Love By My Side,7.3, #34950, #5361,Lee So Yeon,Lee So Yeon, Lee, 이소연, Lee So Yun;Yi So Yeon;Yi So Yun, South Korean, Female," April 16, 1982", 38,https://i.mydramalist.com/l0wW6c.jpg
1255,1255,My Love By My Side,7.3, #34950, #5361,Ohn Joo Wan,Ohn Joo Wan, Song, 온주완, On Ju Wan; On Joo Wan, South Korean, Male," December 11, 1983", 37,https://i.mydramalist.com/Pn3b8c.jpg
1256,1256,My Love Eun Dong,7.8, #1791, #613,Kim Sa Rang,Kim Sa Rang, Kim, 김사랑, South Korean, Female," January 12, 1978", 43,,https://i.mydramalist.com/2gqx2c.jpg
1257,1257,My Love Eun Dong,7.8, #1791, #613,Joo Jin Mo,Joo Jin Mo, Park, 주진모, Ju Jin Mo;박진태;Park Jin Tae, South Korean, Male," August 11, 1974", 46,https://i.mydramalist.com/0d5nY_5c.jpg
1258,1258,"My Love, Madame Butterfly",7.1, #37855, #4998,Park Yong Woo,Park Yong Woo, Park, 박용우, Park Yong U, South Korean, Male," March 16, 1971", 49,https://i.mydramalist.com/QJyx4c.jpg
1259,1259,"My Love, Madame Butterfly",7.1, #37855, #4998,Yeom Jung Ah,Yeom Jung Ah, Yeom, 염정아, Yeom Jeong Ah;Yum Jung Ah, South Korean, Female," July 28, 1972", 48,https://i.mydramalist.com/Zdv6j_5c.jpg
1260,1260,My Lovely Girl,6.8, #4490, #283,Rain,Rain, Jung, 비, Bi;Bi Rain;정지훈;Jeong Ji Hun, South Korean, Male," June 25, 1982", 38,https://i.mydramalist.com/rxvggc.jpg
1261,1261,My Lovely Girl,6.8, #4490, #283,Krystal,Krystal, Jung, 크리스탈, 정수정;Krystal Jung;크리스탈 정;Jung Krystal;JungSooJung;Soo Jung;Jeong Su Jeong;Keuriseutal;Jung Soo Jung, South Korean, Female," October 24, 1994", 26,https://i.mydramalist.com/eoQQdc.jpg
1262,1262,My Neighbor Soo Jung,6.3, #43109, #99999,Jung Chun Seok,Jung Chun Seok, Jeong, 정천석, Jin Sung;Jin Seong;진 성;Jung Chun Suk;Jung Cheonseok;Jung Cheon Suk;Jeong Cheon Seok, South Korean, Male," November  5, 1984", 36,https://i.mydramalist.com/VJewQc.jpg
1263,1263,My Neighbor Soo Jung,6.3, #43109, #99999,Kim Kang Hyun,Kim Kang Hyun, Kim, 김강현, Kim Kang Hyeon, South Korean, Male," February 15, 1977", 44,https://i.mydramalist.com/wzV2b_5c.jpg
1264,1264,My Only Love Song,7.9, #387, 13+ - Teens 13 or older,Gong Seung Yeon,Gong Seung Yeon, Gong, 공승연, Kong Seung Yeon;, South Korean, Female," February 27, 1993", 28,https://i.mydramalist.com/jYwqJ_5c.jpg
1265,1265,My Only Love Song,7.9, #387, 13+ - Teens 13 or older,Lee  Jong Hyun,Lee  Jong Hyun, Lee, 이종현, Lee Jong Hyeon, South Korean, Male," May 15, 1990", 30,https://i.mydramalist.com/XbX8wc.jpg
1266,1266,My Only One,7.6, #2499, #2347,Choi Soo Jong,Choi Soo Jong, Choi, 최수종, Choe Su Jong ; Choi Su Jong, South Korean, Male," December 28, 1962", 58,https://i.mydramalist.com/7q6wrc.jpg
1267,1267,My Only One,7.6, #2499, #2347,Uee,Uee, Kim, 유이, Uie;U-ie;Yui;Honey Thighs;Kim Yu-Jin;Gim Yu-Jin;Kim Yuchin;김유진, South Korean, Female," April  9, 1988", 32,https://i.mydramalist.com/R3v5Pc.jpg
1268,1268,My Princess,7.5, #3074, #186,Song Seung Heon,Song Seung Heon, Song, 송승헌, Song Seung Hun;, South Korean, Male," October  5, 1976", 44,https://i.mydramalist.com/vqlqec.jpg
1269,1269,My Princess,7.5, #3074, #186,Kim Tae Hee,Kim Tae Hee, Kim, 김태희, Kim Tae Hui;金泰熙;Gim Tae hui, South Korean, Female," March 29, 1980", 40,https://i.mydramalist.com/2JoxW_5c.jpg
1270,1270,My Romantic Some Recipe,7.6, #2337, #2014,Joo Ah Reum,Joo Ah Reum, Joo, 주아름, Ju Da Yeong;주다영;Joo Da Young;Ju Ah Reum, South Korean, Female," June 16, 1995", 25,https://i.mydramalist.com/JpJ6Xc.jpg
1271,1271,My Romantic Some Recipe,7.6, #2337, #2014,Cha Eun Woo,Cha Eun Woo, Lee, 차은우, 이동민;Cha Eun U;Cha Eunwoo;Cha Eunu;Lee Dongmin, South Korean, Male," March 30, 1997", 23,https://i.mydramalist.com/RRV4Y_5c.jpg
1272,1272,My Runway,7.2, #1161, 15+ - Teens 15 or older,Park Ji Yeon,Park Ji Yeon, Park, 박지연, Jiyeon;T-ara's little dino;Park Ji Yun, South Korean, Female," June  7, 1993", 27,https://i.mydramalist.com/25zQd_5c.jpg
1273,1273,My Runway,7.2, #1161, 15+ - Teens 15 or older,Kang  Dong Ho,Kang  Dong Ho, Kang , 강동호, South Korean, Male," August 17, 1985", 35,,https://i.mydramalist.com/jgEkr_5c.jpg
1274,1274,My Sassy Girl,7.7, #1945, #418,Oh Yeon Seo,Oh Yeon Seo, Oh, 오연서, Oh Yun Suh;오햇님, South Korean, Female," June 22, 1987", 33,https://i.mydramalist.com/XgBRgc.jpg
1275,1275,My Sassy Girl,7.7, #1945, #418,Joo Won,Joo Won, Moon, 주원, 문준원;Mun Jun Won;Ju Won, South Korean, Male," September 30, 1987", 33,https://i.mydramalist.com/wrJg1_5c.jpg
1276,1276,My Secret Hotel,7.3, #3625, #491,Kim Ji Han,Kim Ji Han, Kim, 김지한, 김현중; Kim Hyeon Joong; Jin Yi Han;, South Korean, Male," October 10, 1978", 42,https://i.mydramalist.com/68n8Kc.jpg
1277,1277,My Secret Hotel,7.3, #3625, #491,Yoo In Na,Yoo In Na, Yoo, 유인나, Yu In Na, South Korean, Female," June  5, 1982", 38,https://i.mydramalist.com/kW6rwc.jpg
1278,1278,My Secret Romance,7.6, #2297, #58,Sung Hoon,Sung Hoon, Bang, 방인규, 방성훈;Bang Seong Hun;Seong Hun;방인규;DJ Roiii, South Korean, Male," February 14, 1983", 38,https://i.mydramalist.com/xYb03c.jpg
1279,1279,My Secret Romance,7.6, #2297, #58,Song Ji Eun,Song Ji Eun, Song, 송지은, Song Jieun, South Korean, Female," May  5, 1990", 30,https://i.mydramalist.com/2DXgOc.jpg
1280,1280,My Son-In-Law's Woman,7.2, #36500, #7030,Seo Ha Joon,Seo Ha Joon, Seo, 서하준, Seo Ha Jun, South Korean, Male," September 19, 1989", 31,https://i.mydramalist.com/4BDqw_5c.jpg
1281,1281,My Son-In-Law's Woman,7.2, #36500, #7030,Yang  Jin Sung,Yang  Jin Sung, Yang, 양진성, Yang Jin Seong, South Korean, Female," June 27, 1988", 32,https://i.mydramalist.com/ejX7Y_5c.jpg
1282,1282,My Strange Hero,8.1, #745, #212,Yoo Seung Ho,Yoo Seung Ho, Yoo, 유승호, Yu Seung Ho;, South Korean, Male," August 17, 1993", 27,https://i.mydramalist.com/BDveR_5c.jpg
1283,1283,My Strange Hero,8.1, #745, #212,Jo Bo Ah,Jo Bo Ah, Jo, 조보아, Jo Bo A;Cho Bo Ah, South Korean, Female," August 22, 1991", 29,https://i.mydramalist.com/v32qe_5c.jpg
1284,1284,My Unfortunate Boyfriend,7.2, #4002, #784,Yang  Jin Sung,Yang  Jin Sung, Yang, 양진성, Yang Jin Seong, South Korean, Female," June 27, 1988", 32,https://i.mydramalist.com/ejX7Y_5c.jpg
1285,1285,My Unfortunate Boyfriend,7.2, #4002, #784,Noh Min Woo,Noh Min Woo, Noh, 노민우, No Min Woo;ICON;No Min U, South Korean, Male," May 29, 1986", 34,https://i.mydramalist.com/kWDnkc.jpg
1286,1286,My Wife’s Having an Affair this Week,7.9, #1233, #805,Lee Sun Kyun,Lee Sun Kyun, Lee, 이선균, Lee Seon Kyoon;Lee Seon Gyun;Lee Seon Gyoon;Lee Sun Gyun, South Korean, Male," March  2, 1975", 46,https://i.mydramalist.com/pA3by_5c.jpg
1287,1287,My Wife’s Having an Affair this Week,7.9, #1233, #805,Song Ji Hyo,Song Ji Hyo, Chun, 송지효, 천성임;Cheon Seong Im;Cheon Soo yeon;madame Gurrie;Mong ji, South Korean, Female," August 15, 1981", 39,https://i.mydramalist.com/xYozyc.jpg
1288,1288,My Wonderful Life,6.6, #41539, #6083,Shim Yi Young,Shim Yi Young, Kim, 심이영, Shim I Yeong;김진아;Kim Jin A, South Korean, Female," January 31, 1980", 41,https://i.mydramalist.com/ex0rQ_5c.jpg
1289,1289,My Wonderful Life,6.6, #41539, #6083,Choi Sung Jae,Choi Sung Jae, Choi, 최성재, Choi Seong Jae, South Korean, Male," July 18, 1984", 36,https://i.mydramalist.com/45j5dc.jpg
1290,1290,My Wonderful Roommate,7.1, #7443, G - All Ages,Son Ye Ji,Son Ye Ji, Son, 손예지, Son Ye Ji, South Korean, Female,,,https://i.mydramalist.com/BNgBl_5c.jpg
1291,1291,My Wonderful Roommate,7.1, #7443, G - All Ages,Choi Joon Han,Choi Joon Han, Choi, 최준한, Choi Jun Han, South Korean, Male,,,https://i.mydramalist.com/RbXBR_5c.jpg
1292,1292,My Wonderful Roommate 2,7.0, #99999, Not Yet Rated,Son Ye Ji,Son Ye Ji, Son, 손예지, Son Ye Ji, South Korean, Female,,,https://i.mydramalist.com/BNgBl_5c.jpg
1293,1293,My Wonderful Roommate 2,7.0, #99999, Not Yet Rated,Choi Joon Han,Choi Joon Han, Choi, 최준한, Choi Jun Han, South Korean, Male,,,https://i.mydramalist.com/RbXBR_5c.jpg
1294,1294,My Woofy Poofy Love,7.7, #4136, G - All Ages,Chae Ji An,Chae Ji An, Chae, 채지안, Chae Ji-An, South Korean, Female," November  2, 1991", 29,https://i.mydramalist.com/xEoN3c.jpg
1295,1295,My Woofy Poofy Love,7.7, #4136, G - All Ages,Kim Do Hoon,Kim Do Hoon, Kim, 김도훈, Kim Do Hun, South Korean, Male," September 15, 1998", 22,https://i.mydramalist.com/RQKEo_5c.jpg
1296,1296,My YouTube Diary 2,7.6, #99999, G - All Ages,Park Sang Hoon,Park Sang Hoon, Park, 박상훈, Park Sanghoon;Park Sanghun;Park Sang Hun, South Korean, Male," May  2, 2005", 15,https://i.mydramalist.com/pYnrB_5c.jpg
1297,1297,My YouTube Diary 2,7.6, #99999, G - All Ages,Shim Hyun Seo,Shim Hyun Seo, Shim, 심현서, Shim Hyeon Seo;Sim Hyeon Seo;Sim Hyun Seo, South Korean, Male," February 23, 2007", 14,https://i.mydramalist.com/1LB3yc.jpg
1298,1298,Mysterious Nurse,7.2, #35968, #8340,Jang Hee Ryung,Jang Hee Ryung, Jang, 장희령, Jang Hui Ryoung;Jang Hee Ryeong;Jang Hui Ryeong, South Korean, Female," November 11, 1993", 27,https://i.mydramalist.com/kd6Bk_5c.jpg
1299,1299,Mysterious Nurse,7.2, #35968, #8340,Lee Sung Jong,Lee Sung Jong, Lee, 이성종, Lee Seong Jong;Sungjong, South Korean, Male," September  3, 1993", 27,https://i.mydramalist.com/rbblNc.jpg
1300,1300,Myung Wol the Spy,7.2, #3966, #603,Han Ye Seul,Han Ye Seul, Kim, 한예슬, Gim Ye Seu Ri; Gim Yeseuri; Leslie Kim; , South Korean, Female," September 18, 1981", 39,https://i.mydramalist.com/jZQdJ_5c.jpg
1301,1301,Myung Wol the Spy,7.2, #3966, #603,Eric Mun,Eric Mun, Moon, 에릭, Eric Moon;Eric Mun;Moon Jeong Hyeok;Moon Jung Hyunk;문정혁, South Korean, Male," February 16, 1979", 42,https://i.mydramalist.com/5y5Jyc.jpg
1302,1302,Naeil's Cantabile,7.5, #2750, #465,Shim Eun Kyung,Shim Eun Kyung, Shim, 심은경, Shim Eun Kyeong;Sim Eun Kyung;Sim Eun Kyeong;シム・ウンギョン, South Korean, Female," May 31, 1994", 26,https://i.mydramalist.com/Qj2pAc.jpg
1303,1303,Naeil's Cantabile,7.5, #2750, #465,Joo Won,Joo Won, Moon, 주원, 문준원;Mun Jun Won;Ju Won, South Korean, Male," September 30, 1987", 33,https://i.mydramalist.com/wrJg1_5c.jpg
1304,1304,Nail Shop Paris,6.3, #4673, #624,Park Gyu Ri,Park Gyu Ri, Park, 박규리, Park Kyoo Ri;Park Kyu Ri;Park Gyoo Ri;Park Gyuri, South Korean, Female," May 21, 1988", 32,https://i.mydramalist.com/NvBRRc.jpg
1305,1305,Nail Shop Paris,6.3, #4673, #624,Jeon Ji Hoo,Jeon Ji Hoo, Jeon, 전지후, Jun Ji Hoo;Jeon Ji Hu;Jeon Hyeon Bin;전현빈, South Korean, Male," October 22, 1985", 35,https://i.mydramalist.com/qb47Kc.jpg
1306,1306,Naked Fireman,7.9, #1485, #1293,Lee Joon Hyuk,Lee Joon Hyuk, Lee, 이준혁, Lee Jun Hyuk;Lee Joon Hyeok;Lee Jun Hyeok, South Korean, Male," March 13, 1984", 36,https://i.mydramalist.com/QBg4A_5c.jpg
1307,1307,Naked Fireman,7.9, #1485, #1293,Jung In Sun,Jung In Sun, Jung, 정인선, Jeong In Sun;Chung In Sun;Jung In Seon, South Korean, Female," April 25, 1991", 29,https://i.mydramalist.com/kq1w8_5c.jpg
1308,1308,Nara's Marvelous Days,7.8, #29335, #8951,Kang Tae Joo,Kang Tae Joo, Kang, 강태주, Kang Tae Ju;Kang Taejoo;Gang Tae Ju, South Korean, Male," May 19, 1995", 25,https://i.mydramalist.com/eKJ5Q_5c.jpg
1309,1309,Nara's Marvelous Days,7.8, #29335, #8951,Hana,Hana, Shin, 하나, 신보라, South Korean, Female," April 30, 1993", 27,https://i.mydramalist.com/jepp8_5c.jpg
1310,1310,Natural Romance,7.4, #99999, Not Yet Rated,Mu Jin Sung,Mu Jin Sung, Yeo, 무진성, Moo Jin Sung;Mu Jin Seong;Moo Jin Seong;Yeo Eui Joo, South Korean, Male," May 24, 1988", 32,https://i.mydramalist.com/2xgjVc.jpg
1311,1311,Natural Romance,7.4, #99999, Not Yet Rated,Yoo Hye In,Yoo Hye In, Yoo, 유혜인, Yu Hye In, South Korean, Female," June 15, 1994", 26,https://i.mydramalist.com/Pn0b3c.jpg
1312,1312,Naughty Boy,6.8, #7689, 13+ - Teens 13 or older,Ji Seung Hyun,Ji Seung Hyun, Ji, 지승현, Ji Seung Hyeon;, South Korean, Male," December 19, 1981", 39,https://i.mydramalist.com/1koVz_5c.jpg
1313,1313,Naughty Boy,6.8, #7689, 13+ - Teens 13 or older,Kim Ye Won,Kim Ye Won, Kim, 김예원, South Korean, Female," December  5, 1989", 31,,https://i.mydramalist.com/QjBx4c.jpg
1314,1314,Never Twice,8.0, #1141, #1765,Kwak Dong Yeon,Kwak Dong Yeon, Kwak, 곽동연, Gwak Dong yeon;郭東延, South Korean, Male," March 19, 1997", 23,https://i.mydramalist.com/v8O2B_5c.jpg
1315,1315,Never Twice,8.0, #1141, #1765,Park Se Wan,Park Se Wan, Park, 박세완, South Korean, Female," September 24, 1994", 26,,https://i.mydramalist.com/jbdEB_5c.jpg
1316,1316,New Tales of Gisaeng,7.7, #2108, #1699,Im Soo Hyang,Im Soo Hyang, Im, 임수향, Lim Su Hyang;Lim Soo Hyang, South Korean, Female," April 19, 1990", 30,https://i.mydramalist.com/2DKAdc.jpg
1317,1317,New Tales of Gisaeng,7.7, #2108, #1699,Sung Hoon,Sung Hoon, Bang, 방인규, 방성훈;Bang Seong Hun;Seong Hun;방인규;DJ Roiii, South Korean, Male," February 14, 1983", 38,https://i.mydramalist.com/xYb03c.jpg
1318,1318,Nice Witch,7.8, #1511, #1453,Ryu Soo Young,Ryu Soo Young, Uh, 류수영, Ryu Su Young;Ryu Su Yeong;Ryoo Soo Yeong;어남선;Eo Nam Seon, South Korean, Male," September  5, 1979", 41,https://i.mydramalist.com/4kZL6c.jpg
1319,1319,Nice Witch,7.8, #1511, #1453,Lee Da Hae,Lee Da Hae, Byeon, 이다해, 변다혜; Byun Da Hye;, South Korean, Female," April 19, 1984", 36,https://i.mydramalist.com/0AweOc.jpg
1320,1320,Night Watchman's Journal,7.2, #3865, #814,Jung Il Woo,Jung Il Woo, Jung, 정일우, Jeong Il U;丁一宇, South Korean, Male," September  9, 1987", 33,https://i.mydramalist.com/Bx8oAc.jpg
1321,1321,Night Watchman's Journal,7.2, #3865, #814,Go Sung Hee,Go Sung Hee, Go, 고성희, Ko Sung Hee;Go Seong Hee, South Korean, Female," June 21, 1990", 30,https://i.mydramalist.com/dBm8g_5c.jpg
1322,1322,Nine: Nine Times Time Travel,8.4, #277, #415,Lee Seung Jun,Lee Seung Jun, Lee, 이승준, South Korean, Male," February 11, 1973", 48,,https://i.mydramalist.com/dY7DDc.jpg
1323,1323,Nine: Nine Times Time Travel,8.4, #277, #415,Lee Jin Wook,Lee Jin Wook, Lee, 이진욱, Lee Jin Uk;Lee Jin Wuk, South Korean, Male," September 16, 1981", 39,https://i.mydramalist.com/qbx58c.jpg
1324,1324,Nineteen,8.1, #99999, Not Yet Rated,Hyun Woo Seok,Hyun Woo Seok, Hyun, 현우석, Hyeon Woo Seok, South Korean, Male," May  8, 2001", 19,https://i.mydramalist.com/eWYBQ_5c.jpg
1325,1325,Nineteen,8.1, #99999, Not Yet Rated,Han Sung Min,Han Sung Min, Han, 한성민, Han Seong Min, South Korean, Female," October 15, 2001", 19,https://i.mydramalist.com/EpoV7c.jpg
1326,1326,No Bad Days,7.0, Not Yet Rated, 10,Bang Eun Jung,Bang Eun Jung, Bang, 방은정, Bang Eun Jeong, South Korean, Female," August 10, 1992", 28,https://i.mydramalist.com/4w20Kc.jpg
