,Unnamed: 0,Title,Ratings,Ranked,Popularity,Actor 1,Name,Info,Info1,Info2,Info3,Info4,Info5,Info6,Image
454,454,Empress Ki,8.6, #131, #148,Ha Ji Won,Ha Ji Won, Jeon, 하지원, Jun Hae Rim;전해림, South Korean, Female," June 28, 1978", 42,https://i.mydramalist.com/E2eb5c.jpg
455,455,Empress Ki,8.6, #131, #148,Ji Chang Wook,Ji Chang Wook, Ji, 지창욱, Ji Chang Uk;Chang Wook;Wookie, South Korean, Male," July  5, 1987", 33,https://i.mydramalist.com/jAOovc.jpg
456,456,Enchanting Neighbor,7.5, #32638, #7529,Yoon Hee Seok,Yoon Hee Seok, Yoon, 윤희석, Yoon Hee Suk;Yun Hee Seok;Yun Hui Seok, South Korean, Male," February 19, 1975", 46,https://i.mydramalist.com/eVLWnc.jpg
457,457,Enchanting Neighbor,7.5, #32638, #7529,Park Tam Hee,Park Tam Hee, Park, 박탐희, Park Tam Hui, South Korean, Female," January  2, 1978", 43,https://i.mydramalist.com/wJ718c.jpg
458,458,Encounter,8.1, #863, #226,Park Bo Gum,Park Bo Gum, Park, 박보검 , Park Bo Geom, South Korean, Male," June 16, 1993", 27,https://i.mydramalist.com/p3Qx8_5c.jpg
459,459,Encounter,8.1, #863, #226,Song Hye Kyo,Song Hye Kyo, Song, 송혜교, Song Hye Gyo, South Korean, Female," November 22, 1981", 39,https://i.mydramalist.com/Qrn7v_5c.jpg
460,460,Ending Again,7.8, #1519, #1409,Kim Geon Won,Kim Geon Won, Kim, 김건원, Kim Keon Won, South Korean, Male," January  1, 1990", 31,https://i.mydramalist.com/B3oJ1c.jpg
461,461,Ending Again,7.8, #1519, #1409,Jo Soo Min,Jo Soo Min, Jo, 조수민, Jo Su Min; Cho Su Min;, South Korean, Female," March  5, 1999", 22,https://i.mydramalist.com/OxmVxc.jpg
462,462,Endless Love,7.2, #3851, #2213,Hwang Jung Eum,Hwang Jung Eum, Hwang, 황정음, Hwang Jeong Eum, South Korean, Female," January 25, 1985", 36,https://i.mydramalist.com/232Lwc.jpg
463,463,Endless Love,7.2, #3851, #2213,Ryu Soo Young,Ryu Soo Young, Uh, 류수영, Ryu Su Young;Ryu Su Yeong;Ryoo Soo Yeong;어남선;Eo Nam Seon, South Korean, Male," September  5, 1979", 41,https://i.mydramalist.com/4kZL6c.jpg
464,464,Enemies from the Past,7.6, #30868, #5366,Gu Won,Gu Won, Gu, 구원, Goo Won;Kim Tae Hyung;김태형;, South Korean, Male," February  5, 1988", 33,https://i.mydramalist.com/6p812c.jpg
465,465,Enemies from the Past,7.6, #30868, #5366,Choi Yoon Young,Choi Yoon Young, Choi , 최윤영, Choi Yun Young;Choe Yun Yeong;Choi Yoon Yeong, South Korean, Female," September 25, 1986", 34,https://i.mydramalist.com/1p6O6c.jpg
466,466,Engineering Sensibility,9.0, Not Yet Rated, 86,Yeon Seung Ho,Yeon Seung Ho, Yeon, 연승호, Yun Seung Ho, South Korean, Male," July 16, 1991", 29,https://i.mydramalist.com/LxLyyc.jpg
467,467,Engineering Sensibility,9.0, Not Yet Rated, 86,Lee Yoo Jin,Lee Yoo Jin, Lee, 이유진, Lee Yu Jin, South Korean, Female,,,https://i.mydramalist.com/xKWkqc.jpg
468,468,Eulachacha Waikiki,8.6, #105, #109,Lee Yi Kyung,Lee Yi Kyung, Lee, 이이경 , Lee I Kyeong, South Korean, Male," January  8, 1989", 32,https://i.mydramalist.com/2Z0zw_5c.jpg
469,469,Eulachacha Waikiki,8.6, #105, #109,Kim Jung Hyun,Kim Jung Hyun, Kim, 김정현, Kim Jeong Hyeon;, South Korean, Male," April  5, 1990", 30,https://i.mydramalist.com/deADz_5c.jpg
470,470,Eulachacha Waikiki 2,8.1, #696, #468,Lee Yi Kyung,Lee Yi Kyung, Lee, 이이경 , Lee I Kyeong, South Korean, Male," January  8, 1989", 32,https://i.mydramalist.com/2Z0zw_5c.jpg
471,471,Eulachacha Waikiki 2,8.1, #696, #468,Kim Seon Ho,Kim Seon Ho, Kim, 김선호, Kim Sun Ho, South Korean, Male," May  8, 1986", 34,https://i.mydramalist.com/p3LJD_5c.jpg
472,472,Everyday Loves,7.8, 15+ - Teens 15 or older, 53,Im Do Yoon,Im Do Yoon, Im, 임도윤, Im Do Yun; Yim Do Yoon; Yim Do Yun; Lim Do Yoon; Lim Do Yun;, South Korean, Female," September 20, 1986", 34,https://i.mydramalist.com/0yR1ec.jpg
473,473,Everyday Loves,7.8, 15+ - Teens 15 or older, 53,Kim Sa Hun,Kim Sa Hun, Kim Sa Hoon, South Korean, Male,,,,,https://i.mydramalist.com/rbZ0Nc.jpg
474,474,Everything and Nothing,7.7, #2054, #1852,Yoon Chan Young,Yoon Chan Young, Yoon, 윤찬영, South Korean, Male," April 25, 2001", 19,,https://i.mydramalist.com/44Bowc.jpg
475,475,Everything and Nothing,7.7, #2054, #1852,Park Si Eun,Park Si Eun, Park, 박시은, Sieun;Park Shi Eun, South Korean, Female," August  1, 2001", 19,https://i.mydramalist.com/QY6d4_5c.jpg
476,476,Ex-Girlfriend Club,7.7, #2263, #444,Song Ji Hyo,Song Ji Hyo, Chun, 송지효, 천성임;Cheon Seong Im;Cheon Soo yeon;madame Gurrie;Mong ji, South Korean, Female," August 15, 1981", 39,https://i.mydramalist.com/xYozyc.jpg
477,477,Ex-Girlfriend Club,7.7, #2263, #444,Byun Yo Han,Byun Yo Han, Byun, 변요한, South Korean, Male," April 29, 1986", 34,,https://i.mydramalist.com/Wv40pc.jpg
478,478,Exactly What’s Going On?,7.2, #4195, 15+ - Teens 15 or older,Ahn Jae Hyo,Ahn Jae Hyo, Ahn, 안재효, South Korean, Male," December 23, 1990", 30,,https://i.mydramalist.com/85p32c.jpg
479,479,Exactly What’s Going On?,7.2, #4195, 15+ - Teens 15 or older,Go Eun Mi,Go Eun Mi, Go, 고은미, Ko Eun Mi, South Korean, Female," July  7, 1976", 44,https://i.mydramalist.com/WPKO3c.jpg
480,480,Extraordinary You,8.4, #280, #62,Ro Woon,Ro Woon, Kim, 로운, 김석우;Kim Seok Woo;Rowoon;Kim Ro Woon;Seo Gu;Tteo Gu;Ttogu;Rowoon, South Korean, Male," August  7, 1996", 24,https://i.mydramalist.com/qw7m0c.jpg
481,481,Extraordinary You,8.4, #280, #62,Kim Hye Yoon,Kim Hye Yoon, Kim, 김혜윤, Kim Hye Yun;金惠奫, South Korean, Female," November 10, 1996", 24,https://i.mydramalist.com/pVvDE_5c.jpg
482,482,Failing in Love,7.6, #2402, #1435,Yang Hye Ji,Yang Hye Ji, Yang, 양혜지, South Korean, Female," January 20, 1996", 25,,https://i.mydramalist.com/BNbKz_5c.jpg
483,483,Failing in Love,7.6, #2402, #1435,Son Sang Yeon,Son Sang Yeon, Son, 손상연, Son Sang Yun, South Korean, Male," April  2, 2002", 18,https://i.mydramalist.com/WQyVRc.jpg
484,484,Faith,8.1, #779, #89,Lee Min Ho,Lee Min Ho, Lee, 이민호, Lee Min;李敏镐, South Korean, Male," June 22, 1987", 33,https://i.mydramalist.com/kEpQwc.jpg
485,485,Faith,8.1, #779, #89,Kim Hee Sun,Kim Hee Sun, Kim, 김희선, Kim Hee Seon;金喜善;Kim Hui Seon;Kim Hui Sun, South Korean, Female," June 11, 1977", 43,https://i.mydramalist.com/4NAmK_5c.jpg
486,486,Fall In Mulberry,8.4, #26244, #99999,Jo Ayoung,Jo Ayoung, Jo, 조아영, Ayoung;Ah Young;아영;Cho Ja Young;Jo Ah Yeong;Jo A Yeong;Jo Ah Young, South Korean, Female," May 26, 1991", 29,https://i.mydramalist.com/b2KRYc.jpg
487,487,Fall In Mulberry,8.4, #26244, #99999,Lee Shi Kang,Lee Shi Kang, Kwak, 이시강, Lee Si Kang; Lee Shi Gang; Lee Si Gang; 곽용환; Gwak Yong Hwan;, South Korean, Male," May  1, 1987", 33,https://i.mydramalist.com/B3EKzc.jpg
488,488,Falling For Do Jeon,7.1, #882, Not Yet Rated,Xiu Min,Xiu Min, Kim, 시우민, Xiumin;Shi Woo Min;김민석;秀敏;Trending Fairy;Sold Out Fairy;Baozi, South Korean, Male," March 26, 1990", 30,https://i.mydramalist.com/pjREQc.jpg
489,489,Falling For Do Jeon,7.1, #882, Not Yet Rated,Kim So Eun,Kim So Eun, Kim, 김소은, Gim So Eun, South Korean, Female," September  6, 1989", 31,https://i.mydramalist.com/x71jy_5c.jpg
490,490,Falling for Innocence,8.2, #582, #154,Kim So Yeon,Kim So Yeon, Kim, 김소연, Kim So Yun;Gim So yeon, South Korean, Female," November  2, 1980", 40,https://i.mydramalist.com/jxYeJ_5c.jpg
491,491,Falling for Innocence,8.2, #582, #154,Jung Kyung Ho,Jung Kyung Ho, Jung, 정경호, Jeong Kyeong Ho;Jeong Gyeong Ho;Jung Gyung Ho;Jung Kyeong Ho;Jung Gyeong Ho;Jeong Kyung Ho;Jeong Gyung Ho, South Korean, Male," August 31, 1983", 37,https://i.mydramalist.com/EyqBz_5c.jpg
492,492,Familiar Wife,8.1, #832, #443,Han Ji Min,Han Ji Min, Han, 한지민, Han JiMin, South Korean, Female," November  5, 1982", 38,https://i.mydramalist.com/jeLxb_5c.jpg
493,493,Familiar Wife,8.1, #832, #443,Ji Sung,Ji Sung, Kwak, 지성, 곽태근;Ji Seong;Gwak Tae Gun;Justin, South Korean, Male," February 27, 1977", 44,https://i.mydramalist.com/XrQXXc.jpg
494,494,Family,7.9, #1417, #3137,Ahn Suk Hwan,Ahn Suk Hwan, Ahn, 안석환, An Seok Hwan;An Jin hyeong, South Korean, Male," November  1, 1959", 61,https://i.mydramalist.com/wzEBn_5c.jpg
495,495,Family,7.9, #1417, #3137,Hwang Shin Hye,Hwang Shin Hye, Hwang, 황정만, 황신혜;Hwang Sin Hye;Hwang Jeong Man, South Korean, Female," December 15, 1963", 57,https://i.mydramalist.com/NdoeYc.jpg
496,496,Fantastic,7.6, #2317, #1039,Joo Sang Wook,Joo Sang Wook, Joo, 주상욱, Ju Sang Ug;Joo Sang Wuk;Ju Sang Uk, South Korean, Male," July 18, 1978", 42,https://i.mydramalist.com/1gJlzc.jpg
497,497,Fantastic,7.6, #2317, #1039,Kim Hyun Joo,Kim Hyun Joo, Kim, 김현주, Kim Hyeon Ju;Kim Hyeon Joo, South Korean, Female," April 24, 1977", 43,https://i.mydramalist.com/qEqvz_5c.jpg
498,498,Farming Academy,7.4, #33554, #5717,Lee Tae Hwan,Lee Tae Hwan, Lee, 이태환, Yi Tae Hwan, South Korean, Male," February 21, 1995", 26,https://i.mydramalist.com/ejlQd_5c.jpg
499,499,Farming Academy,7.4, #33554, #5717,Yoon Bo Mi,Yoon Bo Mi, Yoon, 윤보미, South Korean, Female," August 13, 1993", 27,,https://i.mydramalist.com/Xypwn_5c.jpg
500,500,Farming Academy Season 2,7.4, #33518, #9224,Lee Tae Hwan,Lee Tae Hwan, Lee, 이태환, Yi Tae Hwan, South Korean, Male," February 21, 1995", 26,https://i.mydramalist.com/ejlQd_5c.jpg
501,501,Farming Academy Season 2,7.4, #33518, #9224,Yoon Bo Mi,Yoon Bo Mi, Yoon, 윤보미, South Korean, Female," August 13, 1993", 27,,https://i.mydramalist.com/Xypwn_5c.jpg
502,502,Fatal Promise,7.0, #38602, #5452,Park Ha Na,Park Ha Na, Park, 박하나, Park Hana, South Korean, Female," July 25, 1985", 35,https://i.mydramalist.com/w231pc.jpg
503,503,Fatal Promise,7.0, #38602, #5452,Go Se Won,Go Se Won, Go, 고세원, Ko Se Won, South Korean, Male," December 13, 1977", 43,https://i.mydramalist.com/pgOdn_5c.jpg
504,504,Fated to Love You,8.2, #616, #64,Jang Hyuk,Jang Hyuk, Jung, 장혁, 정용준;Jeong Yong Jun, South Korean, Male," December 20, 1976", 44,https://i.mydramalist.com/01XN7c.jpg
505,505,Fated to Love You,8.2, #616, #64,Jang Na Ra,Jang Na Ra, Jang, 장나라, 张娜拉;張娜拉;Zhang Na La, South Korean, Female," March 18, 1981", 39,https://i.mydramalist.com/ZrBJkc.jpg
506,506,Fates & Furies,7.5, #3083, #1747,Joo Sang Wook,Joo Sang Wook, Joo, 주상욱, Ju Sang Ug;Joo Sang Wuk;Ju Sang Uk, South Korean, Male," July 18, 1978", 42,https://i.mydramalist.com/1gJlzc.jpg
507,507,Fates & Furies,7.5, #3083, #1747,Lee Min Jung,Lee Min Jung, Lee, 이민정, Lee Min Jeong, South Korean, Female," February 16, 1982", 39,https://i.mydramalist.com/EyBxb_5c.jpg
508,508,"Father, I’ll Take Care of You",7.5, #2917, #1822,Lee Soo Kyung,Lee Soo Kyung, Lee, 이수경, Lee Soo Kyeong;Lee Su Kyeong;Lee Su Gyeong;Lee Soo Gyung;Lee Su Kyung;Lee Su Gyung, South Korean, Female," March 13, 1982", 38,https://i.mydramalist.com/j2Wbzc.jpg
509,509,"Father, I’ll Take Care of You",7.5, #2917, #1822,Kim Jae Won,Kim Jae Won, Kim, 김재원, Gim Jae Won;김재원, South Korean, Male," February 18, 1981", 40,https://i.mydramalist.com/68q72c.jpg
510,510,Feast of the Gods,7.4, #3316, #2163,Sung Yoo Ri,Sung Yoo Ri, Sung, 성유리, Seong Yu Ri; Sung Yu Ri;, South Korean, Female," March  3, 1981", 40,https://i.mydramalist.com/Xg4EJc.jpg
511,511,Feast of the Gods,7.4, #3316, #2163,Joo Sang Wook,Joo Sang Wook, Joo, 주상욱, Ju Sang Ug;Joo Sang Wuk;Ju Sang Uk, South Korean, Male," July 18, 1978", 42,https://i.mydramalist.com/1gJlzc.jpg
512,512,Feel Good To Die,7.8, #1563, #1063,Kang Ji Hwan,Kang Ji Hwan, Jo, 강지환, Jo Tae Kyu;조태규, South Korean, Male," March 20, 1977", 43,https://i.mydramalist.com/j2rRbc.jpg
513,513,Feel Good To Die,7.8, #1563, #1063,Baek Jin Hee,Baek Jin Hee, Baek, 백진희, Baek Jin Hui, South Korean, Female," February  8, 1990", 31,https://i.mydramalist.com/vqJRec.jpg
514,514,Fermentation Family,7.6, #2477, #2866,Park Jin Hee,Park Jin Hee, Park, 박진희, Park Jin Hui, South Korean, Female," January  8, 1978", 43,https://i.mydramalist.com/wkN3n_5c.jpg
515,515,Fermentation Family,7.6, #2477, #2866,Song Il Gook,Song Il Gook, Song, 송일국, Song Il Guk;Song Il Kook, South Korean, Male," October  1, 1971", 49,https://i.mydramalist.com/XOyKZ_5c.jpg
516,516,Fight For My Way,8.5, #194, #25,Park Seo Joon,Park Seo Joon, Park, 박서준, Park Seo Jun;Park Yong Gyu;Seo Jun;Yong Gyu;박용규, South Korean, Male," December 16, 1988", 32,https://i.mydramalist.com/j8meyc.jpg
517,517,Fight For My Way,8.5, #194, #25,Kim Ji Won,Kim Ji Won, Kim, 김지원, South Korean, Female," October 19, 1992", 28,,https://i.mydramalist.com/vqA4Bc.jpg
518,518,"Fight Hard, Love Harder",7.4, #8839, Not Yet Rated,Kim Jong Hun,Kim Jong Hun, Kim, 김종훈, Kim Jong Hoon, South Korean, Male," February 19, 1992", 29,https://i.mydramalist.com/B0mqqc.jpg
519,519,"Fight Hard, Love Harder",7.4, #8839, Not Yet Rated,Lee Se Hee,Lee Se Hee, Lee, 이세희, Lee Se Hui, South Korean, Female," December 22, 1995", 25,https://i.mydramalist.com/Zk4RJc.jpg
520,520,"Fight Hard, Love Harder: Season 2",7.3, #8250, Not Yet Rated,Yoo Hye In,Yoo Hye In, Yoo, 유혜인, Yu Hye In, South Korean, Female," June 15, 1994", 26,https://i.mydramalist.com/Pn0b3c.jpg
521,521,"Fight Hard, Love Harder: Season 2",7.3, #8250, Not Yet Rated,Kim Do Geon,Kim Do Geon, Kim, 김도건, Kim Do Gun, South Korean, Male," September 26, 1993", 27,https://i.mydramalist.com/qAErzc.jpg
522,522,Find Me in Your Memory,8.2, #541, #364,Kim Dong Wook,Kim Dong Wook, Kim, 김동욱, Kim Dong Uk;Kim Dong Ug, South Korean, Male," July 29, 1983", 37,https://i.mydramalist.com/R4bVE_5c.jpg
523,523,Find Me in Your Memory,8.2, #541, #364,Moon Ga Young,Moon Ga Young, Moon, 문가영, Moon Ka Young; Mun Ka Young, South Korean, Female," July 10, 1996", 24,https://i.mydramalist.com/BynQl_5c.jpg
524,524,First Kiss,7.1, #6824, Not Yet Rated,Shin Do Hyun,Shin Do Hyun, Shin, 신도현, Shin Do Hyeon, South Korean, Female," November  5, 1995", 25,https://i.mydramalist.com/qxx6z_5c.jpg
525,525,First Kiss,7.1, #6824, Not Yet Rated,Kim Kwan Soo,Kim Kwan Soo, Kim, 김관수, Kim Gwan Soo;Kim Gwan Su;Kim Kwan Su, South Korean, Male," August 27, 1994", 26,https://i.mydramalist.com/qq1NDc.jpg
526,526,First Love Again,7.0, #38717, #7536,Kim Seung Soo,Kim Seung Soo, Kim, 김승수, Kim Seung Su, South Korean, Male," July 25, 1973", 47,https://i.mydramalist.com/Q7WN6c.jpg
527,527,First Love Again,7.0, #38717, #7536,Myung Se Bin,Myung Se Bin, Myung, 명세빈, Myeong Se Bin, South Korean, Female," April 10, 1975", 45,https://i.mydramalist.com/Xvx8qc.jpg
528,528,First Love Story,7.5, #4322, Not Yet Rated,Jeon Hee Jin,Jeon Hee Jin, Jeon, 전희진, Jun Hee Jin;Jeon Hui Jin, South Korean, Female," October 19, 2000", 20,https://i.mydramalist.com/VQW6Oc.jpg
529,529,First Love Story,7.5, #4322, Not Yet Rated,Kim Hyun Jin,Kim Hyun Jin, Kim, 김현진, Kim Hyeon Jin, South Korean, Female," November 15, 2000", 20,https://i.mydramalist.com/4BQLK_5c.jpg
530,530,First Love Story Season 2,7.5, Not Yet Rated, 664,Jeon Hee Jin,Jeon Hee Jin, Jeon, 전희진, Jun Hee Jin;Jeon Hui Jin, South Korean, Female," October 19, 2000", 20,https://i.mydramalist.com/VQW6Oc.jpg
531,531,First Love Story Season 2,7.5, Not Yet Rated, 664,Jo Ha Seul,Jo Ha Seul, Jo, 조하슬, Haseul, South Korean, Female," August 18, 1997", 23,https://i.mydramalist.com/D83QNc.jpg
532,532,First Love Story Season 3,7.5, #6833, Not Yet Rated,Kim Lip,Kim Lip, Kim, 김정은, Kim Jeong Eun, South Korean, Female," February 10, 1999", 22,https://i.mydramalist.com/XX05X_5c.jpg
533,533,First Love Story Season 3,7.5, #6833, Not Yet Rated,Choerry,Choerry, Choi, 최리, 최예림;Choe Ri, South Korean, Female," June  4, 2001", 19,https://i.mydramalist.com/wwgpnc.jpg
534,534,Five Enough,8.3, #495, #980,So Yoo Jin,So Yoo Jin, So, 소유진, So Yu Jin;, South Korean, Female," August 11, 1981", 39,https://i.mydramalist.com/g4X0Oc.jpg
535,535,Five Enough,8.3, #495, #980,Ahn Jae Wook,Ahn Jae Wook, Ahn, 안재욱, An Jae Uk; Ahn Jae Wuk;, South Korean, Male," September 12, 1971", 49,https://i.mydramalist.com/RQNkY_5c.jpg
536,536,Five Fingers,7.4, #3204, #1208,Joo Ji Hoon,Joo Ji Hoon, Joo, 주지훈, Ju Ji Hoon;Ju Jihoon;Ju Ji Hun;Ju Young Hoon;Ju Jihun, South Korean, Male," May 16, 1982", 38,https://i.mydramalist.com/pOrorc.jpg
537,537,Five Fingers,7.4, #3204, #1208,Chae Shi Ra,Chae Shi Ra, Chae, 채시라, Chae Si Ra;, South Korean, Female," June 25, 1968", 52,https://i.mydramalist.com/zvxyec.jpg
538,538,Flames of Desire,7.0, #4286, #3082,Jo  Min Ki,Jo  Min Ki, Jo, 조민기, Cho Min Gi, South Korean, Male," November  5, 1965"," March  9, 2018",https://i.mydramalist.com/kkJVrc.jpg
539,539,Flames of Desire,7.0, #4286, #3082,Shin Eun Kyung,Shin Eun Kyung, Shin, 신은경, Shin Eun Gyeong; Shin Eun Gyung; Sin Eun Kyung;, South Korean, Female," February 15, 1973", 48,https://i.mydramalist.com/xg1Yyc.jpg
540,540,Flat,8.0, G - All Ages, 334,Jung Hye Rin,Jung Hye Rin, Jung, 정혜린, Jeong Hye Lin;Chung Hye Lyn, South Korean, Female," January 25, 1996", 25,https://i.mydramalist.com/4042Qc.jpg
541,541,Flat,8.0, G - All Ages, 334,Song Geon Hee,Song Geon Hee, Song, 송건희, Song Geon Hui;Song Kong Hee, South Korean, Male," August 16, 1997", 23,https://i.mydramalist.com/kXQewc.jpg
542,542,Flirty Boy and Girl,6.1, #99999, Not Yet Rated,Seo Joon Young,Seo Joon Young, Kim, 서준영, 김상구;Seo Jun Young;Kim Sang Goo;Kim Sang Gu;Seo Jun Yeong, South Korean, Male," April 24, 1987", 33,https://i.mydramalist.com/j4jgzc.jpg
543,543,Flirty Boy and Girl,6.1, #99999, Not Yet Rated,Park Hee Bon,Park Hee Bon, Park , 박희본, Park Hee Von, South Korean, Female," May 11, 1983", 37,https://i.mydramalist.com/WeLpP_5c.jpg
544,544,Flower Boy Next Door,7.6, #2428, #57,Park Shin Hye,Park Shin Hye, Park, 박신혜, Pu Xin Hui;Bak Sin Hye;Park Sin Hye;朴信惠, South Korean, Female," February 18, 1990", 31,https://i.mydramalist.com/pYK4r_5c.jpg
545,545,Flower Boy Next Door,7.6, #2428, #57,Yoon Shi Yoon,Yoon Shi Yoon, Yoon, 윤시윤, Yun Si Yun;Yoon Si Yun;Yoon Dong Gu;Yun Dong Goo;윤동구;Yun Dong Gu;Yun Shi Yun, South Korean, Male," September 26, 1986", 34,https://i.mydramalist.com/43zLwc.jpg
546,546,Flower Boy Ramen Shop,7.4, #3362, #102,Lee Chung Ah,Lee Chung Ah, Lee, 이청아, Lee Cheong Ah, South Korean, Female," October 29, 1984", 36,https://i.mydramalist.com/0ldqK_5c.jpg
547,547,Flower Boy Ramen Shop,7.4, #3362, #102,Jung Il Woo,Jung Il Woo, Jung, 정일우, Jeong Il U;丁一宇, South Korean, Male," September  9, 1987", 33,https://i.mydramalist.com/Bx8oAc.jpg
548,548,Flower Crew: Joseon Marriage Agency,7.7, #1900, #741,Kim Min Jae,Kim Min Jae, Kim, 김민재, South Korean, Male," November  1, 1996", 24,,https://i.mydramalist.com/w7qyA_5c.jpg
549,549,Flower Crew: Joseon Marriage Agency,7.7, #1900, #741,Gong Seung Yeon,Gong Seung Yeon, Gong, 공승연, Kong Seung Yeon;, South Korean, Female," February 27, 1993", 28,https://i.mydramalist.com/jYwqJ_5c.jpg
550,550,Flower Ever After,7.7, #1943, #2272,Kang Hoon,Kang Hoon, Kang, 강훈, Kang Hun;Gang Hun, South Korean, Male," May 23, 1991", 29,https://i.mydramalist.com/qARX0c.jpg
551,551,Flower Ever After,7.7, #1943, #2272,Lee Ho Jung,Lee Ho Jung, Lee, 이호정, Lee Ho Jeong, South Korean, Female," January 20, 1997", 24,https://i.mydramalist.com/RJgzVc.jpg
552,552,Flower of Evil,9.1, #4, #104,Moon Chae Won,Moon Chae Won, Moon, 문채원, Mun Chae Won, South Korean, Female," November 13, 1986", 34,https://i.mydramalist.com/pRJqe_5c.jpg
553,553,Flower of Evil,9.1, #4, #104,Lee Joon Gi,Lee Joon Gi, Lee, 이준기, Lee Joon Ki; Lee Jun Gi; Lee Jun Ki;, South Korean, Male," April 17, 1982", 38,https://i.mydramalist.com/67r8d_5c.jpg
554,554,Flower of the Queen,7.3, #34501, #3046,Kim Sung Ryung,Kim Sung Ryung, Kim, 김성령, Kim Seong Ryeong;Kim Sung Ryoung;Kim Sung Ryeong;Kim Seong Ryung, South Korean, Female," February  8, 1967", 54,https://i.mydramalist.com/E8Bolc.jpg
555,555,Flower of the Queen,7.3, #34501, #3046,Lee Jong Hyuk,Lee Jong Hyuk, Lee, 이종혁, Lee Jong Hyeok;, South Korean, Male," July 31, 1974", 46,https://i.mydramalist.com/dv6NKc.jpg
556,556,Fluttering Warning,6.8, #4519, #1393,Chun Jung Myung,Chun Jung Myung, Chun, 천정명, Cheon Jeong Myeong;, South Korean, Male," November 29, 1980", 40,https://i.mydramalist.com/08rD4_5c.jpg
557,557,Fluttering Warning,6.8, #4519, #1393,Yoon Eun Hye,Yoon Eun Hye, Yoon, 윤은혜, Yun Eun Hye, South Korean, Female," October  3, 1984", 36,https://i.mydramalist.com/BbAzzc.jpg
558,558,Fool And Idiot,6.5, Not Yet Rated, 12,Yang Jung In,Yang Jung In, Yang, 양정인, Yang Jeong In, South Korean, Male,,,https://i.mydramalist.com/k3qer_5c.jpg
559,559,Fool And Idiot,6.5, Not Yet Rated, 12,Guk Ji Yong,Guk Ji Yong, Guk, 국지용, South Korean, Male," October 27, 1988", 32,,https://i.mydramalist.com/ENQpp_5c.jpg
560,560,Forest,7.8, #1636, #595,Jo Bo Ah,Jo Bo Ah, Jo, 조보아, Jo Bo A;Cho Bo Ah, South Korean, Female," August 22, 1991", 29,https://i.mydramalist.com/v32qe_5c.jpg
561,561,Forest,7.8, #1636, #595,Park Hae Jin,Park Hae Jin, Park, 박해진, South Korean, Male," May  1, 1983", 37,,https://i.mydramalist.com/BwX6qc.jpg
562,562,Forever Young,7.5, #7053, Not Yet Rated,Kang Tae Oh,Kang Tae Oh, Kim,  강태오 , Gang Tae Oh;Kim Yun Hwan;Gim Yoon Hwan;Kim Yoon Hwan, South Korean, Male," June 20, 1994", 26,https://i.mydramalist.com/ZjBdj_5c.jpg
563,563,Forever Young,7.5, #7053, Not Yet Rated,Nha Phuong,Nha Phuong, Phuong, Trần Thị Nhã Phương, Nhã Phương, Vietnamese, Female," May 20, 1990", 30,https://i.mydramalist.com/g2oZOc.jpg
564,564,Freshman,7.4, #34037, #4102,Hwang In Yeop,Hwang In Yeop, Hwang, 황인엽, Hwang In Yeob;Hwang In Youp, South Korean, Male," January 19, 1991", 30,https://i.mydramalist.com/x7z4w_5c.jpg
565,565,Freshman,7.4, #34037, #4102,Lee Jung Ha,Lee Jung Ha, Lee, 이관민, Lee Kwan Min;Lee Jeong Ha;이정하, South Korean, Male," February 23, 1998", 23,https://i.mydramalist.com/kdOrm_5c.jpg
566,566,Full House Take 2,7.2, #3876, #399,Hwang Jung Eum,Hwang Jung Eum, Hwang, 황정음, Hwang Jeong Eum, South Korean, Female," January 25, 1985", 36,https://i.mydramalist.com/232Lwc.jpg
567,567,Full House Take 2,7.2, #3876, #399,Noh Min Woo,Noh Min Woo, Noh, 노민우, No Min Woo;ICON;No Min U, South Korean, Male," May 29, 1986", 34,https://i.mydramalist.com/kWDnkc.jpg
568,568,Ga Doo Ri’s Sushi Restaurant,7.7, #2151, #2812,Hyuk,Hyuk, Han, 혁, 한상혁;Han Sang Hyeok, South Korean, Male," July  5, 1995", 25,https://i.mydramalist.com/r5xZ2_5c.jpg
569,569,Ga Doo Ri’s Sushi Restaurant,7.7, #2151, #2812,Lee Joo Bin,Lee Joo Bin, Lee, 이주빈, Lee Ju Bin, South Korean, Female," September 18, 1989", 31,https://i.mydramalist.com/1L2gRc.jpg
570,570,Gangnam Scandal,7.4, #33639, #3208,Im Yoon Ho,Im Yoon Ho, Im, 임윤호, Im Yun Ho, South Korean, Male," October 20, 1989", 31,https://i.mydramalist.com/jApgBc.jpg
571,571,Gangnam Scandal,7.4, #33639, #3208,Shin Go Eun,Shin Go Eun, Shin, 신고은, South Korean, Female," April  7, 1986", 34,,https://i.mydramalist.com/E8YPzc.jpg
572,572,Genome’s Romance,6.9, #39239, #99999,Kang Yul,Kang Yul, Kang, 강율, Kang Yeol;Yul;Yool;Yeol;Kang Yool, South Korean, Male," July  9, 1993", 27,https://i.mydramalist.com/vqBQ2c.jpg
573,573,Genome’s Romance,6.9, #39239, #99999,Kim Chan Mi,Kim Chan Mi, Kim, 찬미, 김찬미;Chanmi, South Korean, Female," June 19, 1996", 24,https://i.mydramalist.com/Xrdxgc.jpg
