Title,Ratings,Ranked,Popularity,Actor 1,URL 1,Actor 2,URL 2
Twelve Men in a Year,7.1, #4039, #2359,Ohn Joo Wan,/people/925-ohn-joo-wan,Yoon Jin Seo,/people/1634-yoon-jin-seo
109 Strange Things,6.8, #4530, #2377,Choi  Tae Joon,/people/2145-choi-tae-joon,Jung Chae Yeon,/people/12424-jung-chae-yeon
Sign,7.7, #1903, #2383,Kim Ah Joong,/people/540-kim-ah-joong,Jung Gyu Woon,/people/542-jung-gyu-woon
School 2021,6.0, #2400, 15+ - Teens 15 or older,Kim Yo Han,/people/24569-kim-yo-han,Kim Young Dae,/people/19007-kim-young-dae
The Wedding Scheme ,7.1, #4124, #2417,Kang Hye Jung,/people/277-kang-hye-jung,Lee Kyu Han,/people/1190-lee-kyu-han
Unkind Women,7.5, #2999, #2456,Kim Hye Ja,/people/1869-kim-hye-ja,Chae Shi Ra,/people/1276-chae-shi-ra
The Temperature Of Language: Our Nineteen,7.9, #1328, #2441,Jin  Ji Hee,/people/1734-jin-ji-hee,Kang  Min Ah,/people/5436-kang-min-ah
The Queen of Office,7.4, #3222, #2420,Oh Ji Ho,/people/1122-oh-ji-ho,Kim Hye Soo,/people/1176-kim-hye-soo
My Only One,7.6, #2499, #2347,Choi Soo Jong,/people/1349-choi-soo-jong,Uee,/people/213-uee
The Promise,7.6, #2641, #2415,Seo Joon Young,/people/1744-seo-joon-young,Lee Yoo Ri,/people/2521-lee-yoo-ri
"Legally, Dad",7.3, #2463, Not Yet Rated,Choi Kyung Hoon,/people/39475-choi-kyung-hoon,Lee Hyun Joo,/people/13648-lee-hyun-joo
The Best Ending,7.7, #1882, #2488,Choi Hee Jin,/people/17360-choi-hee-jin,Jung Gun Joo,/people/18517-jung-gun-joo
Alchemist,7.3, #2495, Not Yet Rated,Heo Young Ji,/people/10281-heo-young-ji,Han Ki Woong,/people/5431-han-ki-woong
The Best Future,6.8, #4484, #2510,Bang Min Ah,/people/5313-bang-min-ah,Seo Kang Joon,/people/6214-seo-kang-joon
beautiology101,7.6, #2588, #2432,Han Ji Eun,/people/10754-han-ji-eun,Kim Jae Young,/people/8232-kim-jae-young
Jumping Girl,6.5, #4641, #2461,Luna,/people/4297-luna,U-kwon,/people/9476-u-kwon
Dae Jang Geum is Watching,7.5, #2722, #2467,Shin Dong Wook,/people/875-shin-dong-wook,Kwon Yu Ri,/people/1811-kwon-yoo-ri
"I Summon You, Gold!",7.1, #4141, #2557,Han Ji Hye,/people/438-han-ji-hye,Yeon Jung Hoon,/people/671-yeon-jung-hoon
Just One Bite Season 2,8.0, #1102, #2524,Kim Ji In,/people/20035-kim-ji-in,Seo Hye Won,/people/21355-seo-hye-won
Birdie Buddy,6.7, #4571, #2594,Uee,/people/213-uee,Lee Da Hee,/people/1736-lee-da-hee
Secret Boutique,7.7, #2018, #2569,Kim Sun Ah,/people/487-kim-sun-ah,Jang Mi Hee ,/people/2475-jang-mi-hee
Can't Lose,6.9, #4432, #2516,Yoon Sang Hyun,/people/188-yoon-sang-hyun,Choi Ji Woo,/people/557-choi-ji-woo
Lovers in Bloom,7.4, #3184, #2631,Im Soo Hyang,/people/545-im-soo-hyang,Do Ji Han,/people/2119-do-ji-han
The Family is Coming,7.1, #4048, #2646,Kim Ji Han,/people/1570-kim-ji-han,Lee Jung Hyun,/people/4384-lee-jung-hyun
Love Scene Number,7.6, #2587, 18+ Restricted (violence & profanity),Kim Bo Ra,/people/4421-kim-bo-ra,Shim Eun Woo,/people/15235-shim-eun-woo
Golden Cross,7.3, #3527, #2598,Han Da Gam,/people/295-han-eun-jung,Kim Kang Woo,/people/1267-kim-kang-woo
The Great Seer,7.2, #3812, #2620,Ji Sung,/people/469-ji-sung,Ji Jin Hee,/people/404-ji-jin-hee
I Am Legend,7.1, #4117, #2642,Lee Joon Hyuk,/people/843-lee-joon-hyuk,Kim Seung Soo,/people/911-kim-seung-soo
Discipline,7.3, #2665, 15+ - Teens 15 or older,Yoon Tae Woo,/people/9837-yoon-tae-woo,Kim Seung Hwa,/people/23496-kim-seung-hwa
Missing Korea,6.7, #4546, #2712,Sandara Park,/people/1392-park-sandara,Kim Jung Hoon,/people/620-kim-jung-hoon
Tower of Babel,7.4, #3404, #2707,Park Shi Hoo,/people/608-park-shi-hoo,Jang Hee Jin,/people/638-jang-hee-jin
Jeon Woo Chi,7.1, #4108, #2686,Cha Tae Hyun,/people/284-cha-tae-hyun,Uee,/people/213-uee
House of Bluebird,7.5, #3081, #2666,Lee Joon Hyuk,/people/843-lee-joon-hyuk,Chae Soo Bin,/people/9225-chae-soo-bin
Kiss Scene in Yeonnamdong,7.9, #2650, 15+ - Teens 15 or older,Hong Seung Hee,/people/26995-hong-seung-hee,Kim Kwan Soo,/people/18153-kim-kwan-soo
Thorn Birds,7.2, #3793, #2745,Joo Sang Wook,/people/554-joo-sang-wook,Han Hye Jin,/people/796-han-hye-jin
"Sweet, Savage Family",7.3, #3601, #2699,Moon Jung Hee,/people/1562-moon-jung-hee,Jung Joon Ho,/people/1165-jung-joon-ho
Baek Hee Has Returned,7.7, #2126, #2658,Kang Ye Won,/people/2144-kang-ye-won,Jin  Ji Hee,/people/1734-jin-ji-hee
Passionate Love,6.9, #4367, #2743,Sung Hoon,/people/546-sung-hoon,Choi Yoon Young,/people/1850-choi-yoon-young
"Maybe, Maybe Not",7.6, #2779, G - All Ages,Kim Kang Min,/people/28277-kim-kang-min,Gong Yoo Rim,/people/20180-gong-yoo-rim
Golden Time,7.4, #3293, #2777,Lee Sun Kyun,/people/441-lee-sun-gyun,Lee Sung Min,/people/1658-lee-sung-min
Dear My Room,7.6, #2393, #2751,Ryu Hye Young,/people/5856-ryu-hye-young,Kim Jae Young,/people/8232-kim-jae-young
I Have Three Boyfriends,7.2, #3890, #2771,Kim Ji Eun,/people/17972-kim-ji-eun,Park Sung Woo,/people/16304-park-sung-woo
Kim Soo Ro,7.6, #2300, #2790,Ji Sung,/people/469-ji-sung,Seo Ji Hye,/people/534-seo-ji-hye
Wind-Bell,7.3, #3783, #2833,Jung Jin Young,/people/4081-jung-jin-young,Mina,/people/7599-mina
Romance Talking,7.5, #2800, 13+ - Teens 13 or older,Jung Hyo Jun,/people/22284-jeong-hyo-jun,Kim Seo Yeon,/people/32469-kim-seo-yeon
People You May Know,7.4, #3337, #2860,Choi Soo Young,/people/2550-choi-soo-young,Lee Won Keun,/people/1987-lee-won-geun
Want More 19,7.7, #2226, #2849,Shin Gi Hwan,/people/21525-sin-gi-hwan,Jung Ha Joon,/people/21022-jung-ha-joon
My Heart Twinkle Twinkle,7.2, #4004, #2768,Jang Shin Young,/people/1639-jang-shin-young,Bae Soo Bin,/people/398-bae-soo-bin
Ga Doo Ri’s Sushi Restaurant,7.7, #2151, #2812,Lee Joo Bin,/people/19472-lee-joo-bin,Hyuk,/people/10500-hyuk
The Guilty Secret,7.6, #2518, #2829,Kim Nu Ri,/people/24079-kim-nu-ri,Kim Seo Yeon,/people/32469-kim-seo-yeon
Marriage Lyrics For Divorce Music,7.3, #35262, #2895,Sung Hoon,/people/546-sung-hoon,Lee Ga Ryeong,/people/9131-lee-ga-ryeong
Rich Family's Son,7.5, #3048, #2869,Kim Joo Hyun,/people/8562-kim-joo-hyun,Kim Ji Hoon,/people/1270-kim-ji-hoon
Road Number One,7.8, #1644, #2868,So Ji Sub,/people/493-so-ji-sub,Yoon Kye Sang,/people/829-yoon-kye-sang
Handmade Love,7.7, #1944, #2901,Lee Soo Hyuk,/people/804-lee-soo-hyuk,Lee Su Ji,/people/15030-lee-soo-ji
Fermentation Family,7.6, #2477, #2866,Song Il Gook,/people/562-song-il-gook,Park Jin Hee,/people/1590-park-jin-hee
Not a Robot,7.6, #2407, #2893,Lee Soo Min,/people/12046-lee-soo-min,Ji Min Hyuk,/people/17946-ji-min-hyuk
Horse Doctor,7.7, #2091, #2891,Jo Seung Woo,/people/298-jo-seung-woo,Lee Yo Won,/people/339-lee-yo-won
Wang's Family,7.5, #3104, #2922,Lee Yoon Ji,/people/1254-lee-yoon-ji,Han Joo Wan,/people/5504-han-joo-wan
Call of the Country,7.2, #3972, #2906,Lee Soo Kyung,/people/952-lee-soo-kyung,Kim Sang Kyung,/people/814-kim-sang-kyung
Love Returns,7.5, #3035, #2942,Lee Sung Yeol,/people/1412-lee-sung-yeol,Pyo Ye Jin,/people/11573-pyo-ye-jin
Hide and Seek,7.5, #2989, #2974,Lee Yoo Ri,/people/2521-lee-yoo-ri,Song Chang Eui,/people/1219-song-chang-eui
Growing Season,8.0, #937, #2992,Park Soo Ah,/people/56227-park-su-ah,Park Ji Won,/people/16529-park-ji-won
Birth Secret,7.4, #3310, #3034,Sung Yoo Ri,/people/256-sung-yoo-ri,Gal So Won,/people/3018-kal-so-won
Yoo Na's Street,7.7, #2175, #3055,Lee Hee Joon,/people/1885-lee-hee-joon,Kim Ok Bin,/people/2991-kim-ok-bin
Flower of the Queen,7.3, #34501, #3046,Kim Sung Ryung,/people/873-kim-sung-ryung,Lee Jong Hyuk,/people/1333-lee-jong-hyuk
My Daughter Geum Sa Wol,7.1, #4054, #3064,Baek Jin Hee,/people/1652-baek-jin-hee,Yoon Hyun Min,/people/5395-yoon-hyun-min
Love and Secret,7.2, #3846, #3033,Kim Heung Soo,/people/833-kim-heung-soo,Shin So Yool,/people/3824-shin-so-yool
Flames of Desire,7.0, #4286, #3082,Jo  Min Ki,/people/1684-jo-min-ki,Shin Eun Kyung,/people/290-shin-eun-kyung
Basketball,6.8, #4459, #3020,Do Ji Han,/people/2119-do-ji-han,Jung Dong Hyun,/people/5339-jung-dong-hyun
Re-Feel,7.6, #2458, #3023,Lee Chan Hyung,/people/30515-lee-chan-hyung,Jeon Hye Yeon,/people/23150-jeon-hye-yeon
Mother of Mine,7.6, #2340, #2959,Kim Hae Sook,/people/3568-kim-hae-sook,Kim So Yeon,/people/609-kim-so-yeon
The Mermaid Prince: The Beginning,7.8, #3105, 15+ - Teens 15 or older,Moon Bin,/people/10400-moon-bin,Chae Won Bin,/people/35431-chae-won-bin
Trap,7.3, #3546, #3118,Woo Da Vi,/people/29895-woo-da-bi,Choi Kyung Hoon,/people/39475-choi-kyung-hoon
Replay: The Moment When It Starts Again,7.4, #3264, #3120,Cho Mi Yeon,/people/19762-miyeon,Kim Min Chul,/people/26039-kim-min-chul
Short,7.7, #2037, #3189,Kang Tae Oh,/people/6776-kang-tae-oh,Yeo Hoe Hyun,/people/9758-yeo-hwi-hyung
Single & Ready to Mingle,7.8, #3174, 15+ - Teens 15 or older,Choi Yoo Jung,/people/11948-choi-yoo-jung,Kim Do Yeon,/people/15689-kim-do-yeon
Family,7.9, #1417, #3137,Ahn Suk Hwan,/people/868-ahn-suk-hwan,Hwang Shin Hye,/people/4086-hwang-shin-hye
Man in the Kitchen,7.2, #3819, #3203,Choi Soo Young,/people/2550-choi-soo-young,Ohn Joo Wan,/people/925-ohn-joo-wan
Goddess Of Marriage,6.8, #4507, #3156,Lee Sang Woo,/people/1782-lee-sang-woo,Nam Sang Mi,/people/956-nam-sang-mi
Eating Existence,6.8, #4450, #3128,Ahn Young Mi,/people/4372-ahn-young-mi,Noh Min Woo,/people/416-noh-min-woo
About Love,7.4, #3141, Not Yet Rated,Kevin Woo,/people/9400-woo-kevin,ZN,/people/9401-zn
Blow Breeze,7.1, #4090, #3177,Son Ho Jun,/people/3891-son-ho-jun,Im Ji Yeon,/people/7310-im-ji-yeon
Homemade Love Story,7.7, #29715, #3268,Jin Ki Joo,/people/10520-jin-ki-joo,Lee Jang Woo,/people/1320-lee-jang-woo
Gangnam Scandal,7.4, #33639, #3208,Shin Go Eun,/people/21367-shin-go-eun,Im Yoon Ho,/people/4897-im-yoon-ho
Once Upon a Time in Saengchori,7.4, #3110, #3222,Ha Seok Jin,/people/618-ha-suk-jin,Kim Dong Yoon,/people/3968-kim-dong-yoon
Immutable Law of First Love,6.7, #4590, #3263,Kim Jung Hoon,/people/620-kim-jung-hoon,Song Ji Eun,/people/4962-song-ji-eun
Love After School,7.9, 13+ - Teens 13 or older," 1,535",Park So Eun,/people/18993-park-so-eun,Yoo Jung Woo,/people/21661-yoo-jung-woo
4 Reasons Why I Hate Christmas,7.6, #2533, #3265,Park Shi An,/people/21014-park-shi-an,Moon Sang Min,/people/36335-mun-sang-min
When You Love Yourself,7.8, #1669, #3348,Jung Min Gyu,/people/21372-jeong-min-gyu,Sat Byeol,/people/27279-saet-byeol
Liver or Die,7.6, #2615, #3271,Yoo  Joon Sang,/people/2422-yoo-joon-sang,Oh Ji Ho,/people/1122-oh-ji-ho
Yellow Boots,7.7, #1926, #3239,Lee Yoo Ri,/people/2521-lee-yoo-ri,Yoon Ah Jung,/people/1148-yoon-ah-jung
Dae Mul,7.4, #3324, #3327,Go Hyun Jung,/people/489-go-hyun-jung,Kwon Sang Woo,/people/851-kwon-sang-woo
Trace of the Hand,6.6, #4612, #3269,Shin Jae Ha,/people/7436-shin-jae-ha,Ryu Hwa Young,/people/7903-ryu-hwa-young
Delicious Love,6.5, #4656, #3294,Gongchan,/people/10906-gongchan,Moon Ga Young,/people/5346-moon-ga-young
Romance Special Law,7.2, #3866, #3402,Park Cho Rong,/people/4270-park-cho-rong,Kim Min Kyu,/people/11693-kim-min-kyu
Jejoongwon,7.9, #28623, #3424,Han Hye Jin,/people/796-han-hye-jin,Park Yong Woo,/people/670-park-yong-woo
Sunny Again Tomorrow,7.5, #2836, #3428,Seol In Ah,/people/14261-seol-in-ah,Jin Joo Hyung,/people/10052-jin-joo-hyung
Gloria,7.4, #3433, #3364,Bae Doo Na,/people/302-bae-doo-na,So Yi Hyun,/people/443-so-yi-hyun
Miss Independent Ji Eun 2,7.9, #1238, #3370,Kim Shi Eun,/people/21332-kim-s-i-eun,Cha In Ha,/people/15882-cha-in-ha
Band of Sisters,7.6, #2307, #3483,Kim Joo Hyun,/people/8562-kim-joo-hyun,Jang Seo Hee,/people/692-jang-seo-hee
Happy Home,7.4, #3413, #3537,Kim So Yeon,/people/609-kim-so-yeon,Lee Sang Woo,/people/1782-lee-sang-woo
It's Okay To Be Sensitive 2,7.9, #1216, #3531,Yoo Hye In,/people/10692-yoo-hye-in,Lee Shin Young,/people/21356-lee-shin-yeong
What's Up With These Kids!?,6.5, #4654, #3452,Jung Da Bin,/people/1103-jung-da-bin,N,/people/6877-n
Wonderful Mama,7.3, #3722, #3503,Bae Jong Ok,/people/2016-bae-jong-ok,Jung Yoo Mi,/people/196-jung-yoo-mi
One Fine Week 2,7.7, #2168, #3479,Seo Ji Soo,/people/17385-seo-ji-soo,Shin Jun Seop,/people/16979-shin-jun-seop
Between Friendship and Love,7.5, #2956, #3442,Bang Jae Ho,/people/16216-bang-jae-ho,Baek Soo Hee,/people/14939-baek-soo-hee
4 Kinds of House,7.5, #2775, #3563,Zuny,/people/18046-zuny,Lee Jae Jin,/people/1559-lee-jae-jin
Melody of Love,6.9, #4329, #3439,Baek Sung Hyun,/people/803-baek-sung-hyun,Kwak Hee Sung,/people/2560-kwak-hee-sung
The Wind Blows,7.7, #2098, #3581,Kam Woo Sung,/people/650-kam-woo-sung,Kim Ha Neul,/people/403-kim-ha-neul
Wish Woosh 2,7.6, #2516, #3570,Song Ji Eun,/people/4962-song-ji-eun,Shin Jeong You,/people/24277-shin-jeong-you
Joseon Survival,6.8, #40241, #3596,Kang Ji Hwan,/people/252-kang-ji-hwan,Seo Ji Suk,/people/691-seo-ji-suk
Luv Pub,7.4, #3219, #3644,Park In Hoo,/people/18596-park-in-hoo,Kim Bo Ra,/people/4421-kim-bo-ra
Taste of Cat,7.6, #3646, G - All Ages,Kim Wook,/people/19062-kim-wook,Oh Se Young,/people/20884-oh-se-young
My Fuxxxxx Romance,7.1, #4111, #3628,Oh Dong Min,/people/19823-oh-dong-min,Kim Yi Kyung,/people/32411-kim-lee-kyung
The Best Moment To Quit Your Job,7.6, #30603, #3672,Go Won Hee,/people/7883-go-won-hee,Lee Chung Ah,/people/961-lee-chung-ah
Romance Blue,7.3, #3651, Not Yet Rated,Park Min Woo,/people/1683-park-min-woo,Kim Ji An,/people/11805-kim-ji-an
Like,7.7, #2077, #3687,Kim Yu An,/people/30241-kim-yu-an,Kim Kang Min,/people/28277-kim-kang-min
Riders: Catch Tomorrow,7.1, #37108, #3733,Kim Dong Wook,/people/1465-kim-dong-wook,Choi Min Sung,/people/1149-choi-min-sung
Magic Cell Phone,6.2, 13+ - Teens 13 or older," 1,299",Kim Jin Woo,/people/10311-kim-jin-woo,Park Min Ji,/people/1650-park-min-ji
Rascal Sons,7.1, #37300, #3810,Ryu Soo Young,/people/537-ryu-soo-young,Seo In Guk,/people/2576-seo-in-guk
Gye Baek,7.5, #2840, #3770,Lee Seo Jin,/people/699-lee-seo-jin,Song Ji Hyo,/people/273-song-ji-hyo
Give Love Away,6.7, #40787, #3669,Lee Sang Yeob,/people/996-lee-sang-yeob,Shin Da Eun,/people/3726-shin-da-eun
Still Loving You,7.6, #2344, #3846,Kim Dong Jun,/people/1909-kim-dong-jun,Lee Young Eun,/people/689-lee-young-eun
Must You Go?,7.9, #3902, 15+ - Teens 15 or older,Chani,/people/2788-cha-ni,Park Jung Yeon,/people/42187-park-jung-yeon
"Go, Back Diary",7.4, #3107, #3829,Kim Ye Ji,/people/19954-kim-ye-ji,Lee Jong Won,/people/19955-lee-jong-won
Triple Fling,7.5, #3963, 13+ - Teens 13 or older,Son Sang Yeon,/people/19883-son-sang-yeon,Eom Se Ung,/people/24275-eom-se-ung
Golden Pouch,7.6, #31469, #3911,Kim Ji Han,/people/1570-kim-ji-han,Jung Woo Yeon,/people/3381-hyo-young
A Pledge to God,7.7, #30037, #3932,Han Chae Young,/people/635-han-chae-young,Bae Soo Bin,/people/398-bae-soo-bin
Golden Garden,7.4, #3224, #3900,Lee Sang Woo,/people/1782-lee-sang-woo,Han Ji Hye,/people/438-han-ji-hye
Love in Memory,6.9, #3965, G - All Ages,Oh Ha Young,/people/14562-oh-ha-young,Go Yoon,/people/6845-go-yoon
A Daughter Just Like You,7.6, #30960, #4045,Lee Soo Kyung,/people/952-lee-soo-kyung,Woo Hee Jin,/people/1461-woo-hee-jin
No Time For Love,7.6, #2330, #4004,Joo Byung Ha,/people/21452-joo-byung-ha,Park Sang Nam,/people/23198-park-seul-ma-ro
Sweet Temptation,7.2, #4015, Not Yet Rated,Park So Yeon,/people/3958-park-so-yeon,Lee Joong Moon,/people/1649-lee-joong-moon
My Woofy Poofy Love,7.7, #4136, G - All Ages,Kim Do Hoon,/people/19380-kim-do-hoon,Chae Ji An,/people/19740-chae-ji-an
Angel's Revenge,7.3, #3757, #4087,Park Jung Chul,/people/4554-park-jung-chul,Kwon Yool,/people/1272-kwon-yool
A Wife’s Credentials,7.9, #28187, #4032,Lee Sung Jae,/people/1404-lee-sung-jae,Lee Tae Ran,/people/1758-lee-tae-ran
Twinkle Twinkle,7.3, #3520, #4072,Kim Hyun Joo,/people/848-kim-hyun-joo,Lee Yoo Ri,/people/2521-lee-yoo-ri
Convenience Store Fling,7.6, #4082, 15+ - Teens 15 or older,Choi Ji Su,/people/42257-choi-ji-soo,Kim Dong Hyun,/people/17008-kim-dong-hyun
Goodbye Dear Wife,7.2, #3896, #4090,Hong Soo Hyun,/people/1139-hong-soo-hyun,Ryu Shi Won,/people/1259-ryu-shi-won
Exactly What’s Going On?,7.2, #4195, 15+ - Teens 15 or older,Go Eun Mi,/people/1660-go-eun-mi,Ahn Jae Hyo,/people/10881-ahn-jaehyo
Freshman,7.4, #34037, #4102,Lee Jung Ha,/people/16597-lee-jung-ha,Hwang In Yeop,/people/22277-hwang-in-yeob
Wish Woosh,7.5, #3051, #4231,Choi Woong,/people/6339-choi-woong,Gong Yoo Rim,/people/20180-gong-yoo-rim
Left-Handed Wife,7.2, #35940, #4248,Lee Soo Kyung,/people/952-lee-soo-kyung,Kim Jin Woo,/people/1899-kim-jin-woo
Love Frequency 37.2,6.9, #4423, #4234,Yoon Gun,/people/7953-yoon-gun,Choi Yoon So,/people/1210-choi-yoon-so
Hooray for Love,7.1, #4067, #4194,Lee Tae Sung,/people/347-lee-tae-sung,Kim Ji Han,/people/1570-kim-ji-han
Make A Woman Cry,7.6, #30989, #4259,Kim Jung Eun,/people/988-kim-jung-eun,Song Chang Eui,/people/1219-song-chang-eui
While You Were Sleeping,7.7, #30066, #4347,Lee Young Eun,/people/689-lee-young-eun,Choi Won Young,/people/1209-choi-won-young
True Ending,7.2, #3985, #4348,Lee Yu Kyung,/people/17097-lee-yoo-kyung,Karin,/people/17099-karin
A Place in the Sun,7.4, #33877, #4337,Oh Chang Seok,/people/5178-oh-chang-seok,Yoon So Yi,/people/1502-yoon-so-yi
Number Six,7.0, #4290, #4331,Lee Min Hyuk,/people/5219-lee-min-hyuk,Baek Seo Yi,/people/12180-baek-seo-yi
Syndrome,7.2, #36618, #4270,Han Hye Jin,/people/796-han-hye-jin,Jo Jae Hyun,/people/1478-jo-jae-hyun
The Duo,7.2, #35711, #4419,Chun Jung Myung,/people/338-chun-jung-myung,Han Ji Hye,/people/438-han-ji-hye
Super Family,8.0, #27653, #4350,Park Hyuk Kwon,/people/2616-park-hyeok-kwon,Park Sun Young,/people/499-park-sun-young
First Love Story,7.5, #4322, Not Yet Rated,Jeon Hee Jin,/people/15419-jun-hee-jin,Kim Hyun Jin,/people/15420-kim-hyun-jin
Tofu Personified,7.4, #4468, G - All Ages,Kim Jin Kyung,/people/14301-kim-jin-kyung,Park Ji Bin,/people/501-park-ji-bin
Momin's Room,6.8, #40203, #4462,Lee Gi Kwang,/people/1642-lee-gi-kwang,Jang Hee Ryung,/people/13650-jang-hee-ryung
IN-SEOUL: Season 2,7.7, #1904, #4440,Min Do Hee,/people/5428-do-hee,Jin Ye Ju,/people/14051-kim-yeon-seo
Start Love,6.8, #4490, Not Yet Rated,Kim Kyu Jong,/people/1679-kim-kyu-jong,Moon Byul,/people/10698-moon-byul
Mute,7.5, #4435, Not Yet Rated,Bae Yoon Kyung,/people/20510-bae-yoon-kyung,Won Hyung Hoon,/people/43975-won-hyung-hoon
Love as You Taste,7.5, #4538, 13+ - Teens 13 or older,Kang  Min Ah,/people/5436-kang-min-ah,Chani,/people/2788-cha-ni
Love in Time,6.9, #4586, Not Yet Rated,Oh Ha Young,/people/14562-oh-ha-young,Go Yoon,/people/6845-go-yoon
My Dear Cat,6.8, #40395, #4532,Jeon Hyo Sung,/people/5889-jun-hyo-sung,Hyun Woo,/people/328-hyun-woo
Cat's Bar,7.7, #4492, G - All Ages,Kim Wook,/people/19062-kim-wook,Lee Ho Yeon,/people/20769-lee-ho-yeon
A Good Day for the Wind to Blow,7.1, #36845, #4568,Kim So Eun,/people/292-kim-so-eun,Kim Ji Han,/people/1570-kim-ji-han
Person Who Gives Happiness,7.7, #29595, #4545,Lee Yoon Ji,/people/1254-lee-yoon-ji,Jo Yeon Ho,/people/12112-jo-yeon-ho
What to Do with You,7.7, 15+ - Teens 15 or older, 930,Kim Young Dae,/people/19007-kim-young-dae,Han Na Young,/people/19158-lee-ha-young
Sisters-in-Law,7.6, #31103, #4534,Ham Eun Jung,/people/254-ham-eun-jung,Lee  Joo Yeon,/people/4235-lee-joo-yeon
The Facetale Season 1: Cinderia,6.8, #4658, 13+ - Teens 13 or older,Lee  Joo Yeon,/people/4235-lee-joo-yeon,Choi Tae Hwan,/people/7358-choi-tae-hwan
Please Find Her,6.9, #39292, #4699,Lee Hyun Jae,/people/1876-lee-hyun-jae,Kim Ji Hoon,/people/1270-kim-ji-hoon
Monchouchou Globalhouse,7.3, #35381, #4704,Lee Dae Hwi,/people/16220-lee-dae-hwi,Kang  Min Ah,/people/5436-kang-min-ah
"Yeah, That's How It Is",7.6, #31112, #4819,Yoon So Yi,/people/1502-yoon-so-yi,Wang Ji Hye,/people/195-wang-ji-hye
Love is Drop by Drop,7.4, #33286, #4800,Wang Ji Hye,/people/195-wang-ji-hye,Kang Eun Tak,/people/8062-kang-eun-tak
Real:Time:Love 2,7.9, #1322, #4840,Park Si Young,/people/40655-park-shi-young,Choi Hyun Wook,/people/40661-choi-hyun-wook
"Sweet Home, Sweet Honey",6.7, #40724, #4822,Song Ji Eun,/people/4962-song-ji-eun,Lee  Jae Joon,/people/7010-lee-jae-joon
All is Well,6.9, #39227, #4915,Choi Yoon Young,/people/1850-choi-yoon-young,Kwak Shi Yang,/people/7009-kwak-shi-yang
Devil's Diary,7.4, #33223, #4556,Han Joo Wan,/people/5504-han-joo-wan,Lee Shi Won,/people/7543-lee-shi-won
My Healing Love,7.7, #29760, #4736,So Yoo Jin,/people/3833-so-yoo-jin,Yeon Jung Hoon,/people/671-yeon-jung-hoon
"My Love, Madame Butterfly",7.1, #37855, #4998,Yeom Jung Ah,/people/835-yum-jung-ah,Park Yong Woo,/people/670-park-yong-woo
Lock&Lock Astrology,7.3, Not Yet Rated, 829,Lee Jong Suk,/people/900-lee-jong-suk,Yoon Seo,/people/9469-yoon-seo
Infinite Power,7.0, #38510, #5007,Im Seul Ong,/people/345-im-seul-ong,Kim Seul Gi,/people/4837-kim-seul-gi
Pink Lipstick,7.2, #3875, #4838,Park Eun Hye,/people/375-park-eun-hye,Lee Joo Hyun,/people/1875-lee-joo-hyun
Let's Hold Hands Tightly and Watch The Sunset,6.5, #41986, #5005,Han Hye Jin,/people/796-han-hye-jin,Yoon Sang Hyun,/people/188-yoon-sang-hyun
A Man in a Veil,7.1, #37869, #5043,Kang Eun Tak,/people/8062-kang-eun-tak,Uhm Hyun Kyung,/people/2886-uhm-hyun-kyung
Momo Salon,7.1, #4121, #5084,Park Soo Young,/people/4949-lizzy,Park Jung Min,/people/2879-park-jung-min
Love After School 2,7.4, 802, 0,Park So Eun,/people/18993-park-so-eun,Yoo Jung Woo,/people/21661-yoo-jung-woo
Phoenix 2020,7.1, #36970, #5160,Hong Soo Ah,/people/1984-hong-soo-ah,Lee Jae Woo,/people/1733-lee-jae-woo
The Witch Store,7.5, #2791, #5033,Yeo One,/people/12622-yeo-one,Lee Hyun Joo,/people/13648-lee-hyun-joo
Play Guide,6.9, #39172, #5008,Son Dam Bi,/people/616-son-dam-bi,Park Min Woo,/people/1683-park-min-woo
Crazy Love,6.7, #40715, #5153,Park Sun Young,/people/499-park-sun-young,Go Se Won,/people/4635-go-se-won
Phantom the Secret Agent,6.4, #42548, #5114,Yoon Bo Mi,/people/4446-yoon-bo-mi,Lee Se Jin,/people/18156-lee-se-jin
"Let's Eat Something, Anna",7.3, #3562, #5176,Nam Gyu Ri,/people/533-nam-gyu-ri,Im Seul Ong,/people/345-im-seul-ong
Your Imagination Becomes Reality,7.5, Not Yet Rated, 785,Kim Do Hoon,/people/19380-kim-do-hoon,Oh Se Young,/people/20884-oh-se-young
Touch Me if You Can,7.1, #37336, #5148,Yoon Seo Bin,/people/24707-yun-seo-bin,Lee Hyun Joo,/people/13648-lee-hyun-joo
21st Century Family,7.4, #33279, #5227,Lee Deok Hwa,/people/1397-lee-duk-hwa,Oh Yoon Ah,/people/2854-oh-yoon-ah
When You Love Yourself 2,7.7, #1847, #5222,Sat Byeol,/people/27279-saet-byeol,Jung Min Gyu,/people/21372-jeong-min-gyu
Love on a Rooftop,6.8, #40162, #5354,Im Se Mi,/people/1585-im-se-mi,Park Jin Woo,/people/1779-park-jin-woo
Timing,7.8, #5266, Not Yet Rated,Han Bo Reum,/people/5909-han-bo-reum,Yoon Jong Hoon,/people/5325-yoon-jong-hoon
Between Friendship and Love 3,7.8, #1802, #5363,Kim Chae Eun,/people/14109-kim-chae-eun,Mu Jin Sung,/people/22029-mu-jin-sung
