,Title,Ratings,Ranked,Popularity,Actor 1,URL 1,Actor 2,URL 2
1028,Ugly Miss Young Ae Season 13,7.2, #36524, #99999,Kim Hyun Sook,https://www.mydramalist.com/people/1156-kim-hyun-sook,Lee Seung Jun,https://www.mydramalist.com/people/4576-lee-seung-jun
1029,TV Novel: Gold Land,7.1, #37111, #99999,Kang Ye Sol,https://www.mydramalist.com/people/3459-kang-ye-sol,Kang Eun Tak,https://www.mydramalist.com/people/8062-kang-eun-tak
1030,Ugly Miss Young Ae Season 7,7.2, #36056, #99999,Kim Hyun Sook,https://www.mydramalist.com/people/1156-kim-hyun-sook,Kim San Ho,https://www.mydramalist.com/people/642-kim-san-ho
1031,Hometown Over the Hill 2,6.5, #42006, #99999,Song Ki Yoon,https://www.mydramalist.com/people/8650-song-ki-yoon,Lee Ja Min,https://www.mydramalist.com/people/9676-lee-ja-min
1032,Can't Take It Anymore,7.1, #37333, #99999,Lee Young Eun,https://www.mydramalist.com/people/689-lee-young-eun,Kim Jin Woo,https://www.mydramalist.com/people/1899-kim-jin-woo
1033,Iron Lady Cha,6.8, #40136, #99999,Kim Bo Yun,https://www.mydramalist.com/people/2912-kim-bo-yun,Oh  Gwang Rok ,https://www.mydramalist.com/people/2503-oh-gwang-rok
1034,Why Do Women Always Get Upset?,7.0, #38369, #99999,Yoon Ye Joo,https://www.mydramalist.com/people/7233-yoon-ye-joo,Kook Dong Yeon,https://www.mydramalist.com/people/12120-kook-dong-yeon
1035,Flirty Boy and Girl,6.1, #99999, Not Yet Rated,Seo Joon Young,https://www.mydramalist.com/people/1744-seo-joon-young,Park Hee Bon,https://www.mydramalist.com/people/3856-park-hee-bon
1036,Ugly Miss Young Ae Season 15,7.3, #35114, #99999,Kim Hyun Sook,https://www.mydramalist.com/people/1156-kim-hyun-sook,Lee Seung Jun,https://www.mydramalist.com/people/4576-lee-seung-jun
1037,TV Novel: In Still Green Days,7.1, #37866, #99999,Song  Ha Yoon,https://www.mydramalist.com/people/428-song-ha-yoon,Lee Hae Woo,https://www.mydramalist.com/people/2778-lee-hae-woo
1038,Always Springtime,6.9, #39765, #99999,Kim So Hye,https://www.mydramalist.com/people/12080-kim-so-hye,Kang  Byul,https://www.mydramalist.com/people/2553-kang-byul
1039,I'm Not A Girl Anymore,6.6, #99999, Not Yet Rated,Park Kyung Ri,https://www.mydramalist.com/people/9311-park-kyung-ri,Hong Jin Ho,https://www.mydramalist.com/people/8262-hong-jin-ho
1040,Secret Crushes: Season 2,7.3, #34490, #99999,Jo Ki Sung,https://www.mydramalist.com/people/27001-jo-ki-sung,Kim Soo In,https://www.mydramalist.com/people/22593-kim-su-in
1041,Romantic Movement In Seoul,6.5, Not Yet Rated, 68,Min Hyo Rin,https://www.mydramalist.com/people/820-min-hyo-rin,Defconn,https://www.mydramalist.com/people/15938-defconn
1042,Hello Busking,7.1, #99999, Not Yet Rated,Lee Seung Yub,https://www.mydramalist.com/people/7538-lee-seung-yub,Dowoo,https://www.mydramalist.com/people/7536-kim-hyung-koon
1043,A Touch On Your Cheek,7.3, #99999, Not Yet Rated,Kim Ji Sung,https://www.mydramalist.com/people/13796-kim-ji-sung,Min Sung,https://www.mydramalist.com/people/14553-min-sung
1044,My Neighbor Soo Jung,6.3, #43109, #99999,Jung Chun Seok,https://www.mydramalist.com/people/12612-jung-chun-seok,Kim Kang Hyun,https://www.mydramalist.com/people/5931-kim-kang-hyun
1045,Backflow,7.2, #36651, #99999,Shin Da Eun,https://www.mydramalist.com/people/3726-shin-da-eun,Lee Jae Hwang,https://www.mydramalist.com/people/1514-lee-jae-hwang
1046,Hong Ik Super,7.4, #32973, #99999,Park So Jin,https://www.mydramalist.com/people/8080-so-jin,Lee Yi Kyung,https://www.mydramalist.com/people/4754-lee-yi-kyung
1047,Moment,7.0, #99999, 13+ - Teens 13 or older,Lee Hyang Suk,https://www.mydramalist.com/people/11205-lee-hyang-suk,Shon Min Ho,https://www.mydramalist.com/people/16251-shon-min-ho
1048,Romantic Boss,7.0, #99999, Not Yet Rated,Hwang Chan Sung,https://www.mydramalist.com/people/1641-hwang-chan-sung,Kyung Soo Jin,https://www.mydramalist.com/people/2690-kyung-soo-jin
1049,Supernatural,7.0, #99999, Not Yet Rated,Park Sun Woo,https://www.mydramalist.com/people/28905-park-sun-woo,Kim Hye Yoon,https://www.mydramalist.com/people/21677-kim-hye-yoon
1050,Office Watch 2,7.5, #99999, Not Yet Rated,Jin So Yeon,https://www.mydramalist.com/people/22781-jin-so-yeon,Cho So Bin,https://www.mydramalist.com/people/22783-cho-so-bin
1051,Listen To Her Heart,6.6, Not Yet Rated, 194,Ji Eun Sung,https://www.mydramalist.com/people/7934-ji-eun-sung,Jo Hyun Young,https://www.mydramalist.com/people/8112-jo-hyun-young
1052,"I'm a Mother, Too",7.6, #31223, #99999,Lee In Hye,https://www.mydramalist.com/people/1504-lee-in-hye,Woo Hee Jin,https://www.mydramalist.com/people/1461-woo-hee-jin
1053,All the Love in the World: Season 2,10.0, #99999, Not Yet Rated,Yun  Joon Suk,https://www.mydramalist.com/people/1845-yun-joon-suk,Sol Bin,https://www.mydramalist.com/people/13854-ahn-sol-bin
1054,Ugly Miss Young Ae Season 16,7.3, #35323, #99999,Kim Hyun Sook,https://www.mydramalist.com/people/1156-kim-hyun-sook,Lee Seung Joon,https://www.mydramalist.com/people/9936-lee-seung-joon
1055,Good Morning Double-Decker Bus,7.6, #99999, 13+ - Teens 13 or older,Dong Hyun,https://www.mydramalist.com/people/5142-kim-dong-hyun,Seola,https://www.mydramalist.com/people/20013-seola
1056,All the Love in the World: Season 3,8.7, #99999, Not Yet Rated,Yang Jung Won,https://www.mydramalist.com/people/15692-yang-jung-won,Lee Seung Hyub,https://www.mydramalist.com/people/14540-lee-seung-hyub
1057,My Ex Diary,7.8, Not Yet Rated, 118,Lee Do Gyeom,https://www.mydramalist.com/people/13934-lee-do-gyeom,Jung Yi Seo,https://www.mydramalist.com/people/20135-jung-yi-seo
1058,72 Seconds: Season 2,7.4, 15+ - Teens 15 or older, 36,Jang Hee Ryung,https://www.mydramalist.com/people/13650-jang-hee-ryung,Pyo Ye Jin,https://www.mydramalist.com/people/11573-pyo-ye-jin
1059,Mepsi Meow,7.3, Not Yet Rated, 59,Seo Ji Hoon,https://www.mydramalist.com/people/12436-seo-ji-hoon,Oh Ah Yun,https://www.mydramalist.com/people/7001-oh-ah-yun
1060,Best Teamwork,7.2, #99999, Not Yet Rated,Choi Chan Ho,https://www.mydramalist.com/people/21772-choi-chan-ho,Choi Woo Seong,https://www.mydramalist.com/people/29915-choi-woo-seong
1061,Paparazzi Girlfriend,6.1, Not Yet Rated, 145,Geum Sae Rok,https://www.mydramalist.com/people/17947-geum-sae-rok,Lee Seung Yub,https://www.mydramalist.com/people/7538-lee-seung-yub
1062,Madam Cha Dal Rae's Love,7.2, #35797, #99999,Ha Hee Ra,https://www.mydramalist.com/people/1277-ha-hee-ra,Ahn Sun Young,https://www.mydramalist.com/people/1991-ahn-sun-young
1063,72 Seconds: Season 3,7.7, 15+ - Teens 15 or older, 38,Jang Hee Ryung,https://www.mydramalist.com/people/13650-jang-hee-ryung,Pyo Ye Jin,https://www.mydramalist.com/people/11573-pyo-ye-jin
1064,Love Your Korea Glow,7.2, #35882, #99999,Kim Bo Ra,https://www.mydramalist.com/people/4421-kim-bo-ra,Park Sun Ho,https://www.mydramalist.com/people/7066-park-sun-ho
1065,The Sensible Life of Director Shin,7.8, Not Yet Rated, 49,Cho Byeong Kyu,https://www.mydramalist.com/people/10911-jo-byung-kyoo,Yoon So Mi,https://www.mydramalist.com/people/16784-yoon-so-mi
1066,Man in the Shower,7.5, Not Yet Rated, 60,Lee Joo Myung,https://www.mydramalist.com/people/23873-lee-joo-myung,Park Sang Hwi,https://www.mydramalist.com/people/40035-park-sang-hwi
1067,Mood Maker,7.2, #36103, #99999,Kim Myung Ji,https://www.mydramalist.com/people/25993-kim-myung-ji,Son Hyun Woo,https://www.mydramalist.com/people/36511-son-hyun-woo
1068,Our Love Story,7.5, Not Yet Rated, 236,Kang Yoon Je,https://www.mydramalist.com/people/15254-kang-yoon-je,Kim Hyun Ji,https://www.mydramalist.com/people/22736-kim-hyun-ji
1069,Love Security,6.6, #41423, #99999,Kim Yoo Jung,https://www.mydramalist.com/people/17785-kim-yu-jeong,ZN,https://www.mydramalist.com/people/9401-zn
1070,Romantic Witch's Starlight Sonata,6.5, #99999, Not Yet Rated,Cha Yoo Jin,https://www.mydramalist.com/people/23783-cha-yoo-jin,Jo Yoon Joo,https://www.mydramalist.com/people/23784-jo-yoon-joo
1071,"Drink, Sing and Dance Season 2",7.4, #32982, #99999,Cho Byeong Kyu,https://www.mydramalist.com/people/10911-jo-byung-kyoo,Kim Yoon,https://www.mydramalist.com/people/36363-kim-yoon
1072,"380,000 km Between You and Me",7.9, #28054, #99999,Choi Sang Bae,https://www.mydramalist.com/people/24763-choi-sang-bae,Kwon Sun Hyung,https://www.mydramalist.com/people/24765-kwon-sun-hyung
1073,Lemon Car Video,7.1, #37385, #99999,Lou,https://www.mydramalist.com/people/22143-lou,Jang Do Yoon,https://www.mydramalist.com/people/6102-jang-do-yoon
1074,"Hello, Stranger",7.4, #99999, 13+ - Teens 13 or older,Lee Seol,https://www.mydramalist.com/people/19843-lee-seol,Song Geon Hee,https://www.mydramalist.com/people/21678-song-geon-hee
1075,SURF 101: Intro to Romance,7.5, #99999, 13+ - Teens 13 or older,Choi Woo Jung,https://www.mydramalist.com/people/22494-choi-woo-jung,Min Chan Ki,https://www.mydramalist.com/people/4698-min-chan-ki
1076,Between Friends,8.0, Not Yet Rated, 15,Park Moon Ah,https://www.mydramalist.com/people/5843-park-moon-ah,Chae Jong Hyeop,https://www.mydramalist.com/people/32961-chae-jong-hyeop
1077,Instant Romance,7.8, #99999, 13+ - Teens 13 or older,Seo Ji Hye,https://www.mydramalist.com/people/28093-seo-ji-hye,Ryeoun,https://www.mydramalist.com/people/23633-ryeo-woon
1078,Jal Pa Gin Love,6.8, #40271, #99999,Joo Hye Ji,https://www.mydramalist.com/people/22516-joo-hye-ji,Lee Jong Won,https://www.mydramalist.com/people/19955-lee-jong-won
1079,Dream Change Laundromat,7.5, 13+ - Teens 13 or older, 45,Jei,https://www.mydramalist.com/people/11012-jei,Kang Hui,https://www.mydramalist.com/people/11463-kang-hee
1080,In-Out Sider,7.5, #32650, #99999,Seola,https://www.mydramalist.com/people/20013-seola,Im Se Joon,https://www.mydramalist.com/people/16825-im-se-joon
1081,My Ghost Brother,6.8, #40043, #99999,ZN,https://www.mydramalist.com/people/9401-zn,Go Ho Jung,https://www.mydramalist.com/people/17017-go-ho-jeong
1082,"Drink, Sing and Dance",7.1, #99999, Not Yet Rated,Cho Byeong Kyu,https://www.mydramalist.com/people/10911-jo-byung-kyoo,Kim Yoon,https://www.mydramalist.com/people/36363-kim-yoon
1083,Travel Through Romance 2,6.9, #39498, #99999,Kim Joon Kyung,https://www.mydramalist.com/people/37967-kim-joon-kyung,Kim Ha Rim,https://www.mydramalist.com/people/20006-kim-ha-rim
1084,Short Paper: Season 1,7.5, #99999, Not Yet Rated,Lee Ga Hee,https://www.mydramalist.com/people/41345-lee-ga-hee,Jeon Gun Woong,https://www.mydramalist.com/people/41353-jeon-gun-woong
1085,Engineering Sensibility,9.0, Not Yet Rated, 86,Yeon Seung Ho,https://www.mydramalist.com/people/17468-yeon-seung-ho,Lee Yoo Jin,https://www.mydramalist.com/people/41455-lee-yoo-jin
1086,The Sloppy Life Of Kang Dae Choong,7.5, #99999, Not Yet Rated,Jung Yeon Joo,https://www.mydramalist.com/people/2383-jung-yeon-joo,Feeldog,https://www.mydramalist.com/people/6840-oh-gwangsuk
1087,Somestary?! Sharehouse,6.9, Not Yet Rated, 98,Ahn Dae Kyum,https://www.mydramalist.com/people/22930-ahn-dae-kyum,Kim Seo Ha,https://www.mydramalist.com/people/40611-kim-seo-ha
1088,"Suddenly, Mood, First Love",7.2, #35847, #99999,Kim Min Joo,https://www.mydramalist.com/people/41519-kim-min-joo,Lee Won Jong,https://www.mydramalist.com/people/41471-lee-won-jong
1089,Travelogue,8.3, Not Yet Rated, 57,Joo Ga Young,https://www.mydramalist.com/people/46799-joo-ga-young,Jung Hyo Jun,https://www.mydramalist.com/people/22284-jeong-hyo-jun
1090,"Oh, Yeojeong",10.0, #99999, #99999,Lee So Hee,https://www.mydramalist.com/people/21709-lee-so-hee,Oh Dong Min,https://www.mydramalist.com/people/19823-oh-dong-min
1091,Coffee Love Coffee,6.3, #43130, #99999,Kim Jong Hun,https://www.mydramalist.com/people/22275-kim-jong-hun,Kim Doo Ri,https://www.mydramalist.com/people/24073-kim-doo-ri
1092,"Oh, Yeojeong: Summer",9.0, #99999, #99999,Lee So Hee,https://www.mydramalist.com/people/21709-lee-so-hee,Jung Soo Ji,https://www.mydramalist.com/people/9799-jung-soo-ji
1093,"Oh, Yeojeong: Busan",6.0, #99999, #99999,Lee So Hee,https://www.mydramalist.com/people/21709-lee-so-hee,Jang Won Hyung,https://www.mydramalist.com/people/17873-jang-won-hyung
1094,Oh My God! Tip Series 3,7.4, #32932, #99999,Ken,https://www.mydramalist.com/people/7932-ken,Park Kyung Ri,https://www.mydramalist.com/people/9311-park-kyung-ri
1095,Fall In Mulberry,8.4, #26244, #99999,Jo Ayoung,https://www.mydramalist.com/people/5243-ah-young,Lee Shi Kang,https://www.mydramalist.com/people/2543-lee-shi-kang
1096,Love Is Jungle,6.0, #99999, #99999,Yang Ji Won,https://www.mydramalist.com/people/9313-yang-ji-won,Lee Joo Bin,https://www.mydramalist.com/people/19472-lee-joo-bin
1097,The Pure Memories of My Heart,7.3, #35042, #99999,Choi Kyu Jin,https://www.mydramalist.com/people/16406-choi-kyu-jin,Jeon Hyo Sung,https://www.mydramalist.com/people/5889-jun-hyo-sung
1098,As Your Heart Tells,7.0, #38058, #99999,Joo Hyun Young,https://www.mydramalist.com/people/29929-joo-hyun-young,Eom Se Ung,https://www.mydramalist.com/people/24275-eom-se-ung
1099,Oh My God! Tip Series 2,7.9, #28347, #99999,Park Kyung,https://www.mydramalist.com/people/16619-park-kyung,Eunha,https://www.mydramalist.com/people/14542-eunha
1100,Oh My God! Tip,7.3, #34710, #99999,Im Na Yeon,https://www.mydramalist.com/people/16694-im-na-yeon,Lee Min Hyuk,https://www.mydramalist.com/people/5219-lee-min-hyuk
1101,Yeonnam Family,7.1, #16596, #99999,Chae Seo Jin,https://www.mydramalist.com/people/10872-chae-seo-jin,Na In Woo,https://www.mydramalist.com/people/9481-na-jong-chan
1102,Summer Vacation,6.6, #41456, #99999,Seo Sung Hyuk,https://www.mydramalist.com/people/17004-seo-sung-hyuk,Cho Yeong In,https://www.mydramalist.com/people/39413-jo-young-in
1103,Natural Romance,7.4, #99999, Not Yet Rated,Mu Jin Sung,https://www.mydramalist.com/people/22029-mu-jin-sung,Yoo Hye In,https://www.mydramalist.com/people/10692-yoo-hye-in
1104,Do You Want to Play the Truth or Dare with Me? Reboot,6.6, #99999, Not Yet Rated,Yoon Sang Yi,https://www.mydramalist.com/people/41413-yoon-sang-yi,Lee Eung Min,https://www.mydramalist.com/people/23785-lee-eung-min
1105,Winter Vacation,6.3, #43252, #99999,Seo Sung Hyuk,https://www.mydramalist.com/people/17004-seo-sung-hyuk,Cho Yeong In,https://www.mydramalist.com/people/39413-jo-young-in
1106,Clumsy Love,6.7, Not Yet Rated, 109,Choi Si Hun,https://www.mydramalist.com/people/29169-choi-shi-hoon,Kim Bum Su,https://www.mydramalist.com/people/39909-kim-bum-su
1107,LOVE-Imong,7.2, Not Yet Rated, 49,Kim Bum Su,https://www.mydramalist.com/people/39909-kim-bum-su,Yoo Byung Hoon,https://www.mydramalist.com/people/39923-kim-byung-hoon
1108,With Coffee,8.2, Not Yet Rated, 130,Jung Da Eun,https://www.mydramalist.com/people/14213-daeun,Wi Ha Joon,https://www.mydramalist.com/people/16210-wi-ha-joon
1109,Jump! Jump! Jump!,7.2, #36587, #99999,Jin Ye Ju,https://www.mydramalist.com/people/14051-kim-yeon-seo,Kim Chul Min,https://www.mydramalist.com/people/20037-kim-chul-min
1110,About Youth,6.4, Not Yet Rated, 151,Kim Young Dae,https://www.mydramalist.com/people/19007-kim-young-dae,Son Woo Hyun,https://www.mydramalist.com/people/24379-son-woo-hyun
1111,Uigeumbu,7.5, #99999, #99999,Lee Chung Gon,https://www.mydramalist.com/people/41355-lee-chung-gon,Ahn Dae Kyum,https://www.mydramalist.com/people/22930-ahn-dae-kyum
1112,"Something Between Us, Comic Book Cafe No. 2",7.1, #99999, Not Yet Rated,Jung Min Gyu,https://www.mydramalist.com/people/21372-jeong-min-gyu,Han Yoon Ji,https://www.mydramalist.com/people/41443-han-yoon-ji
1113,Welcome to My Lab,8.2, #26729, #99999,Yoo Jun,https://www.mydramalist.com/people/6778-hong-tae-ui,Lee Soo Min,https://www.mydramalist.com/people/12046-lee-soo-min
1114,Welcome to My Lab 2,8.6, #99999, #99999,Yoo Jun,https://www.mydramalist.com/people/6778-hong-tae-ui,Jung Taek Hyun,https://www.mydramalist.com/people/21553-jung-taek-hyun
1115,Confession Company,7.0, Not Yet Rated, 14,Jung Shin Hye,https://www.mydramalist.com/people/19474-jung-shin-hye,Kim Dae Han,https://www.mydramalist.com/people/32875-kim-dae-han
1116,Hearts and Hari,7.1, #37125, #99999,Park Ji Ye,https://www.mydramalist.com/people/23146-park-ji-ye,Kim Bum Su,https://www.mydramalist.com/people/39909-kim-bum-su
1117,Oh My Captain,8.2, #99999, 15+ - Teens 15 or older,Dong Hyun,https://www.mydramalist.com/people/5142-kim-dong-hyun,Ha Yun Joo,https://www.mydramalist.com/people/3211-ha-yun-joo
1118,Some Light,6.3, 15+ - Teens 15 or older, 61,Nancy,https://www.mydramalist.com/people/20233-nancy,Ha Min Woo,https://www.mydramalist.com/people/16995-ha-min-woo
1119,"Something Between Us, Summer Story",7.2, #99999, Not Yet Rated,Jung Min Gyu,https://www.mydramalist.com/people/21372-jeong-min-gyu,Han Yoon Ji,https://www.mydramalist.com/people/41443-han-yoon-ji
1120,Arim Inn the Forest,7.8, 49, 0,Ha Jung Min,https://www.mydramalist.com/people/38885-ha-jung-min,Kim Chi Won,https://www.mydramalist.com/people/44805-kim-chi-won
1121,"Something Between Us, Comic Book Cafe",7.9, #28512, #99999,Lee Yoo Mi,https://www.mydramalist.com/people/10894-lee-yoo-mi,Kim Dong Kyu,https://www.mydramalist.com/people/26037-kim-dong-kyu
1122,Everyday Loves,7.8, 15+ - Teens 15 or older, 53,Im Do Yoon,https://www.mydramalist.com/people/9695-im-do-yoon,Kim Sa Hun,https://www.mydramalist.com/people/32547-kim-sa-hun
1123,How To Deal With First Love,8.1, #99999, G - All Ages,Park Ji Soo,https://www.mydramalist.com/people/39963-park-ji-soo,Lee Song Kyung,https://www.mydramalist.com/people/48951-lee-song-kyung
1124,Genome’s Romance,6.9, #39239, #99999,Kim Chan Mi,https://www.mydramalist.com/people/12212-chanmi,Kang Yul,https://www.mydramalist.com/people/15953-kang-yul
1125,A Ticket to India,7.7, #99999, Not Yet Rated,Lim Young Ju,https://www.mydramalist.com/people/47689-young-ju-lim,Shawn Jang,https://www.mydramalist.com/people/56387-shawn-jang
1126,LOVE-Imong 2,6.9, #99999, Not Yet Rated,Kim Bum Su,https://www.mydramalist.com/people/39909-kim-bum-su,Yoo Byung Hoon,https://www.mydramalist.com/people/39923-kim-byung-hoon
1127,Multi Personality Girl,8.0, Not Yet Rated, 25,Jo Ah Young,https://www.mydramalist.com/people/21175-jo-ah-young,Kim Ka Bin,https://www.mydramalist.com/people/43571-kim-ka-bin
1128,"Teacher, Would You Like to Date Me?",7.6, G - All Ages, 121,Bae In Hyuk,https://www.mydramalist.com/people/27249-bae-in-hyuk,Choi Ji Hui,https://www.mydramalist.com/people/27237-choi-ji-hee
1129,Sweat Romance,6.8, Not Yet Rated, 29,Jo Hyung Joo,https://www.mydramalist.com/people/54613-jo-hyung-joo,Ki Eun Soo,https://www.mydramalist.com/people/54617-ki-eun-soo
1130,Ohlala School 1,8.0, #99999, #99999,Hwang Kwang Hee,https://www.mydramalist.com/people/3154-kwang-hee,Kim Ye Won,https://www.mydramalist.com/people/7014-kim-ye-won
1131,No Bad Days,7.0, Not Yet Rated, 10,Bang Eun Jung,https://www.mydramalist.com/people/20048-bang-eun-jung,Chae Jong Hyeop,https://www.mydramalist.com/people/32961-chae-jong-hyeop
1132,Sugar Coating,6.7, #99999, 15+ - Teens 15 or older,Xeheun,https://www.mydramalist.com/people/23193-xeheun,Ahn Ye Won,https://www.mydramalist.com/people/46081-ahn-ye-won
1133,Just One Bite: Pilot,7.6, Not Yet Rated, 157,Kim Ji In,https://www.mydramalist.com/people/20035-kim-ji-in,Seo Hye Won,https://www.mydramalist.com/people/21355-seo-hye-won
1134,Sweat Romance 2,7.3, #99999, Not Yet Rated,Jo Hyung Joo,https://www.mydramalist.com/people/54613-jo-hyung-joo,Ki Eun Soo,https://www.mydramalist.com/people/54617-ki-eun-soo
1135,Luv Pub: Pilot,7.0, Not Yet Rated, 53,Lee Il Hyun,https://www.mydramalist.com/people/23775-lee-il-hyun,Park In Hoo,https://www.mydramalist.com/people/18596-park-in-hoo
1136,Nineteen,8.1, #99999, Not Yet Rated,Han Sung Min,https://www.mydramalist.com/people/30539-han-sung-min,Hyun Woo Seok,https://www.mydramalist.com/people/48503-hyun-woo-seok
1137,Romance Bible,7.9, #28023, #99999,Lee Jung Min,https://www.mydramalist.com/people/14991-lee-jung-min,Oh Dong Min,https://www.mydramalist.com/people/19823-oh-dong-min
